document_id,publication_document_id,model,corpus,topic_id,topic_probability,second_topic_id,second_topic_probability,probability_margin,is_outlier,is_ambiguous,year,language,title,doi,source,corpus_unit,topic_original,topic_after_outlier_reduction,outlier_reassigned,original_topic,outlier_probability,suggested_topic,reassignment_method,reassignment_confidence,silhouette,distance_to_centroid,local_consistency
record:303f7a684d2721a57bc643f0,record:303f7a684d2721a57bc643f0,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.012719590598959976,0,0.01101012217801185,0.0017094684209481258,True,True,2025,es,Liderazgo directivo y desempeño docente en instituciones educativas públicas de secundaria de Víctor Larco en 2025,,OpenAlex,metadata,-1,-1,False,-1,0.98728040940104,,,,,,1.0
doi:10.56712/latam.v4i1.227,doi:10.56712/latam.v4i1.227,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.012757466799623909,8,0.012097456130138934,0.0006600106694849752,True,True,2023,es,Procesos de privatización en la educación,10.56712/latam.v4i1.227,OpenAlex,metadata,-1,-1,False,-1,0.9872425332003761,,,,,,0.9
doi:10.56712/latam.v4i5.1311,doi:10.56712/latam.v4i5.1311,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.012779487708990737,32,0.011765065996785503,0.0010144217122052337,True,True,2023,es,La privatización educativa como política encubierta. Un análisis del caso de Honduras,10.56712/latam.v4i5.1311,OpenAlex,metadata,-1,-1,False,-1,0.9872205122910093,,,,,,0.9
doi:10.46932/sfjdv6n10-027,doi:10.46932/sfjdv6n10-027,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.012913426724913395,2,0.011897419560406351,0.0010160071645070445,True,True,2025,es,Innovación pedagógica y metodologías activas impulsando la transformación del rol del docente en la gestión escolar,10.46932/sfjdv6n10-027,OpenAlex,metadata,-1,-1,False,-1,0.9870865732750866,,,,,,1.0
doi:10.24036/nara.v1i3.69,doi:10.24036/nara.v1i3.69,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.012958872535379199,36,0.0073814539982284735,0.005577418537150726,True,True,2022,en,Problematika Layanan Bimbingan dan Konseling di Sekolah,10.24036/nara.v1i3.69,OpenAlex,metadata,-1,-1,False,-1,0.9870411274646208,,,,,,0.8
record:a1502196a15776540f0277f7,record:a1502196a15776540f0277f7,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013065320772115838,9,0.009011673858976168,0.004053646913139671,True,True,2026,es,No todo está dicho: claves detrás de las escuelas resilientes,,CONICET Digital,metadata,-1,-1,False,-1,0.9869346792278841,,,,,,1.0
doi:10.34096/bol.rav.n56.10876,doi:10.34096/bol.rav.n56.10876,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013130955693896234,8,0.01067003593581543,0.0024609197580808036,True,True,2022,es,"Política, género y formación: las críticas al normalismo en su período de expansión (1884-1920)",10.34096/bol.rav.n56.10876,OpenAlex,metadata,-1,-1,False,-1,0.9868690443061038,,,,,,0.8
doi:10.69890/hallazgos21.v5i3.480,doi:10.69890/hallazgos21.v5i3.480,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013218715935337095,9,0.009087411231484599,0.004131304703852496,True,True,2020,es,La Resilencia como Capacidad Humana en el Fortalecimiento de la Gestión Educativa,10.69890/hallazgos21.v5i3.480,OpenAlex,metadata,-1,-1,False,-1,0.9867812840646629,,,,,,1.0
doi:10.5296/jpag.v12i2.20146,doi:10.5296/jpag.v12i2.20146,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013278221328564484,11,0.011472442898765709,0.0018057784297987756,True,True,2022,en,Transparency and Accountability of Managing School Financial Resources,10.5296/jpag.v12i2.20146,OpenAlex,metadata,-1,-1,False,-1,0.9867217786714355,,,,,,1.0
doi:10.57125/fed.2023.06.25.05,doi:10.57125/fed.2023.06.25.05,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013394786426464954,15,0.011440885167298938,0.001953901259166016,True,True,2023,en,The Influence of School Management Information Systems and Teacher's Social Competence on the Parent Satisfaction of Junior High School Students,10.57125/fed.2023.06.25.05,OpenAlex,metadata,-1,-1,False,-1,0.986605213573535,,,,,,0.3
doi:10.56048/mqr20225.9.3.2025.e1005,doi:10.56048/mqr20225.9.3.2025.e1005,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01345727263018306,34,0.01176680606097431,0.0016904665692087494,True,True,2025,es,La gestión educativa y su incidencia en el liderazgo comunicacional del trabajo docente,10.56048/mqr20225.9.3.2025.e1005,OpenAlex,metadata,-1,-1,False,-1,0.986542727369817,,,,,,1.0
record:25acd7cf881467c02e5c5893,record:25acd7cf881467c02e5c5893,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013463721054172522,0,0.012097341689414148,0.0013663793647583737,True,True,2024,es,"Liderazgo transformacional y gestión escolar en docentes de instituciones educativas de secundaria con formación técnica, Juliaca, Puno, 2023",,OpenAlex,metadata,-1,-1,False,-1,0.9865362789458275,,,,,,1.0
doi:10.5281/zenodo.18164846,doi:10.5281/zenodo.18164846,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013503841335476417,33,0.013184066708661516,0.00031977462681490043,True,True,2024,es,Reflexiones crıticas sobre procesos pedagógicos. Una sistematización de experiencias sobre transformación educativa,10.5281/zenodo.18164846,OpenAlex,metadata,-1,-1,False,-1,0.9864961586645236,,,,,,1.0
doi:10.1163/25902539-04010001,doi:10.1163/25902539-04010001,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013716010645411754,5,0.010613901613432378,0.003102109031979376,True,True,2022,en,The Managed Body and Heart: An Empirical Study on School Management and Teachers’ Emotional Labor in Chinese Counties,10.1163/25902539-04010001,OpenAlex,metadata,-1,-1,False,-1,0.9862839893545883,,,,,,1.0
doi:10.5281/zenodo.19560588,doi:10.5281/zenodo.19560588,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013720253760583258,33,0.013696868385983281,2.3385374599976805e-05,True,True,2026,es,MOMENTOS DE VERDAD Y BALANCE SCORECARD: PROPUESTA PARA OPTIMIZAR LA GESTIÓN ESTRATÉGICA EDUCATIVA,10.5281/zenodo.19560588,OpenAlex,metadata,-1,-1,False,-1,0.9862797462394167,,,,,,1.0
doi:10.37811/cl_rcm.v9i4.20241,doi:10.37811/cl_rcm.v9i4.20241,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013747082627574193,30,0.01324074876395001,0.0005063338636241838,True,True,2025,es,Vinculación entre la Normativa Administrativa y la Efectividad de la Gestión Educativa en Docentes de Institutos Pedagógicos de Apurímac – Perú,10.37811/cl_rcm.v9i4.20241,OpenAlex,metadata,-1,-1,False,-1,0.9862529173724258,,,,,,1.0
doi:10.61286/e-rms.v2i.38,doi:10.61286/e-rms.v2i.38,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01378155578006234,38,0.01320018768688921,0.0005813680931731294,True,True,2024,es,Integración Familiar en la Educación Inicial: Fortaleciendo la Inclusión Escolar,10.61286/e-rms.v2i.38,OpenAlex,metadata,-1,-1,False,-1,0.9862184442199377,,,,,,1.0
doi:10.47212/rtcalinin.1.1.4,doi:10.47212/rtcalinin.1.1.4,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013829726643782526,41,0.00989898211037528,0.003930744533407245,True,True,2021,es,Huertos escolares en la promoción de hábitos alimenticios saludables en el plato del buen comer,10.47212/rtcalinin.1.1.4,OpenAlex,metadata,-1,-1,False,-1,0.9861702733562174,,,,,,0.5
doi:10.61616/rvdc.v6i3.1116,doi:10.61616/rvdc.v6i3.1116,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013846726125360947,28,0.010450480197138923,0.0033962459282220244,True,True,2025,es,"Síndrome de burnout en docentes: factores de riesgo, estrategias de prevención y enfoques de manejo en el entorno escolar",10.61616/rvdc.v6i3.1116,OpenAlex,metadata,-1,-1,False,-1,0.986153273874639,,,,,,0.6
doi:10.17645/si.v10i2.4936,doi:10.17645/si.v10i2.4936,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013872997797989704,14,0.011256652546982888,0.002616345251006815,True,True,2022,en,"Children’s Participation, Progressive Autonomy, and Agency for Inclusive Education in Schools",10.17645/si.v10i2.4936,OpenAlex,metadata,-1,-1,False,-1,0.9861270022020103,,,,,,1.0
doi:10.4103/jehp.jehp_389_19,doi:10.4103/jehp.jehp_389_19,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013875894115549951,9,0.010622577521841864,0.003253316593708087,True,True,2020,en,Assessment of school resilience in disasters: A cross-sectional study,10.4103/jehp.jehp_389_19,OpenAlex,metadata,-1,-1,False,-1,0.9861241058844501,,,,,,1.0
doi:10.46692/9781447338567,doi:10.46692/9781447338567,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013948900164161365,35,0.01223367250219096,0.0017152276619704053,True,True,2020,en,School Scandals: Blowing the Whistle on the Corruption of Our Education System,10.46692/9781447338567,OpenAlex,metadata,-1,-1,False,-1,0.9860510998358386,,,,,,1.0
doi:10.34096/runa.v47i1.17708,doi:10.34096/runa.v47i1.17708,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013956605854792838,14,0.011004230816082542,0.0029523750387102955,True,True,2026,es,&lt;b&gt;La participación de l&lt;/b&gt;&lt;b&gt;x&lt;/b&gt;&lt;b&gt;s niñxs en la gestión escolar y en el espacio público: un estudio histórico-etnográfico&lt;/b&gt;,10.34096/runa.v47i1.17708,OpenAlex,metadata,-1,-1,False,-1,0.9860433941452071,,,,,,1.0
doi:10.23824/ase.v0i33.682,doi:10.23824/ase.v0i33.682,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014047813101215084,0,0.012237829853807546,0.0018099832474075383,True,True,2020,es,La organización y gestión de centros educativos: ¿una apuesta pendiente?,10.23824/ase.v0i33.682,OpenAlex,metadata,-1,-1,False,-1,0.9859521868987849,,,,,,1.0
doi:10.1108/ijem-11-2023-0585,doi:10.1108/ijem-11-2023-0585,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014099837835269172,25,0.010293536523669938,0.003806301311599234,True,True,2024,en,How does school management team empowerment relate to teachers' organizational citizenship behavior? A moderated mediation model,10.1108/ijem-11-2023-0585,OpenAlex,metadata,-1,-1,False,-1,0.9859001621647309,,,,,,0.9
doi:10.4324/9781003320579,doi:10.4324/9781003320579,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014167053174523657,7,0.012913313211979579,0.0012537399625440777,True,True,2022,en,Community Participation in School Management,10.4324/9781003320579,OpenAlex,metadata,-1,-1,False,-1,0.9858329468254764,,,,,,1.0
doi:10.1108/jea-08-2020-0171,doi:10.1108/jea-08-2020-0171,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014313490401858685,25,0.01039987317235601,0.003913617229502675,True,True,2021,en,"Is it your personality, your boundary leadership or both? An integrative approach for the improvement of school management team effectiveness",10.1108/jea-08-2020-0171,OpenAlex,metadata,-1,-1,False,-1,0.9856865095981413,,,,,,0.9
doi:10.4102/jamba.v13i1.1159,doi:10.4102/jamba.v13i1.1159,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014363819290321293,9,0.011528496219113176,0.0028353230712081165,True,True,2021,en,Key elements of disaster mitigation education in inclusive school setting in the Indonesian context,10.4102/jamba.v13i1.1159,OpenAlex,metadata,-1,-1,False,-1,0.9856361807096787,,,,,,1.0
doi:10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,doi:10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014389263948670468,37,0.013765106832147449,0.0006241571165230188,True,True,2025,es,¿Qué debería hacer el Encargado de Convivencia Escolar?,10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,OpenAlex,metadata,-1,-1,False,-1,0.9856107360513295,,,,,,1.0
doi:10.3390/safety11040108,doi:10.3390/safety11040108,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014397462477354659,9,0.011573968835320688,0.002823493642033971,True,True,2025,en,School Management Council and Disaster Preparedness: A Study of Special Needs Schools in Japan,10.3390/safety11040108,OpenAlex,metadata,-1,-1,False,-1,0.9856025375226454,,,,,,1.0
doi:10.5867/medwave.2023.s1.uta152,doi:10.5867/medwave.2023.s1.uta152,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014402662853944906,37,0.012722402646772208,0.0016802602071726985,True,True,2023,es,The current panorama of the expansion of the offer of higher education in Mexico: A sociospatial perspective,10.5867/medwave.2023.s1.uta152,OpenAlex,metadata,-1,-1,False,-1,0.9855973371460551,,,,,,1.0
doi:10.3390/su14138211,doi:10.3390/su14138211,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014454850970829072,9,0.011599069281363582,0.00285578168946549,True,True,2022,en,Relationship between Teachers’ Awareness of Disaster Prevention and Concerns about Disaster Preparedness,10.3390/su14138211,OpenAlex,metadata,-1,-1,False,-1,0.9855451490291709,,,,,,1.0
doi:10.1080/00220388.2023.2273800,doi:10.1080/00220388.2023.2273800,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014518987132668889,0,0.014050196616560616,0.0004687905161082726,True,True,2023,en,Decentralisation in School Management and Student Achievement: Evidence from India,10.1080/00220388.2023.2273800,OpenAlex,metadata,-1,-1,False,-1,0.9854810128673311,,,,,,1.0
doi:10.23824/ase.v0i37.750,doi:10.23824/ase.v0i37.750,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01454593391709916,30,0.013655061274624382,0.0008908726424747774,True,True,2022,es,"Entrevista a D. Francisco Galván Palomo, inspector de educación jubilado",10.23824/ase.v0i37.750,OpenAlex,metadata,-1,-1,False,-1,0.9854540660829009,,,,,,1.0
doi:10.30972/riie.16228016,doi:10.30972/riie.16228016,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014575499384559147,37,0.013102255069336655,0.0014732443152224925,True,True,2024,es,Escuelas rurales santafesinas en tiempo de pandemia: innovación en las prácticas institucionales,10.30972/riie.16228016,OpenAlex,metadata,-1,-1,False,-1,0.9854245006154408,,,,,,1.0
doi:10.46328/ijonses.217,doi:10.46328/ijonses.217,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014592857323411472,0,0.014456823999614782,0.0001360333237966898,True,True,2021,en,Striking a Balance between Centralized and Decentralized Decision Making: A School-Based Management Practice for Optimum Performance,10.46328/ijonses.217,OpenAlex,metadata,-1,-1,False,-1,0.9854071426765886,,,,,,1.0
doi:10.47554/cii.vol15.2024.pp137-141,doi:10.47554/cii.vol15.2024.pp137-141,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014596405575111595,0,0.013679133165934497,0.0009172724091770987,True,True,2025,es,Autonomía de la Junta de Centro y su impacto en la Gestión Educativa,10.47554/cii.vol15.2024.pp137-141,OpenAlex,metadata,-1,-1,False,-1,0.9854035944248885,,,,,,1.0
doi:10.14689/enad.26.12,doi:10.14689/enad.26.12,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014641025933336336,31,0.009927662732614573,0.004713363200721762,True,True,2021,en,The Reasons of Teachers to Leave the School Management Voluntarily and their Emotions based on these Reasons: A Phenomenological Study,10.14689/enad.26.12,OpenAlex,metadata,-1,-1,False,-1,0.9853589740666636,,,,,,0.0
doi:10.1080/19345747.2020.1849481,doi:10.1080/19345747.2020.1849481,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014779867650959903,39,0.011896926181067736,0.002882941469892167,True,True,2021,en,A Team-Based Perspective for School Improvement: The Mediating Role of School Management Teams,10.1080/19345747.2020.1849481,OpenAlex,metadata,-1,-1,False,-1,0.98522013234904,,,,,,1.0
doi:10.21831/pep.v28i2.78274,doi:10.21831/pep.v28i2.78274,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014816442586777155,28,0.014332140793552411,0.00048430179322474405,True,True,2024,en,School management autonomy in Cambodia: A case study at new generation schools (NGS),10.21831/pep.v28i2.78274,OpenAlex,metadata,-1,-1,False,-1,0.9851835574132228,,,,,,1.0
doi:10.56648/aide-irj.v11i1.179,doi:10.56648/aide-irj.v11i1.179,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014844753911958936,35,0.013011490698619862,0.0018332632133390737,True,True,2025,en,"Financial Management, Challenges, and Coping Strategies of Private Schools in Sanchez Mira: Its Effect on School Management",10.56648/aide-irj.v11i1.179,OpenAlex,metadata,-1,-1,False,-1,0.9851552460880411,,,,,,1.0
doi:10.3390/su16219251,doi:10.3390/su16219251,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014870547721915378,35,0.012453654348900176,0.002416893373015202,True,True,2024,en,Challenges and Professional Support for Principals at Rural Schools for Sustainable Development,10.3390/su16219251,OpenAlex,metadata,-1,-1,False,-1,0.9851294522780846,,,,,,1.0
doi:10.59899/ges-cono-77-c19,doi:10.59899/ges-cono-77-c19,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014967859816123473,33,0.014533475867278118,0.0004343839488453547,True,True,2025,es,Capítulo 19: Los compromisos de la dirección escolar en el ámbito educativo en una institución peruana,10.59899/ges-cono-77-c19,OpenAlex,metadata,-1,-1,False,-1,0.9850321401838765,,,,,,1.0
doi:10.1080/01900692.2022.2069118,doi:10.1080/01900692.2022.2069118,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01497729668920683,28,0.01164419606289607,0.0033331006263107605,True,True,2022,en,Organizational Culture and Strategic Management in Brazilian Public Organizations: Systematization of Factors to Improve School Management,10.1080/01900692.2022.2069118,OpenAlex,metadata,-1,-1,False,-1,0.9850227033107932,,,,,,1.0
doi:10.1016/j.ssaho.2024.101141,doi:10.1016/j.ssaho.2024.101141,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015000921412018297,2,0.010659958015507896,0.004340963396510401,True,True,2024,en,Empowering learners for the fourth industrial revolution: The crucial role of teachers and school management,10.1016/j.ssaho.2024.101141,OpenAlex,metadata,-1,-1,False,-1,0.9849990785879817,,,,,,0.6
doi:10.30554/p.e.35.1.5623.2026,doi:10.30554/p.e.35.1.5623.2026,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015070440309800322,8,0.00994093592115084,0.005129504388649482,True,True,2026,es,Desafíos a los que se enfrentan los estudiantes inmigrantes en los procesos educativos y respuestas administrativas de la gestión escolar,10.30554/p.e.35.1.5623.2026,OpenAlex,metadata,-1,-1,False,-1,0.9849295596901997,,,,,,0.9
doi:10.4324/9781003291008,doi:10.4324/9781003291008,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015107426397468687,36,0.012261651430126237,0.0028457749673424498,True,True,2022,en,Specialisation and Choice in Urban Education,10.4324/9781003291008,OpenAlex,metadata,-1,-1,False,-1,0.9848925736025314,,,,,,1.0
doi:10.58011/6tv7-gd64,doi:10.58011/6tv7-gd64,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015132791141174889,7,0.012888830204505135,0.0022439609366697536,True,True,2025,es,Propuesta de un plan participativo de inclusión de niñas a un colegio mono genérico: Un aporte para la gestión escolar,10.58011/6tv7-gd64,OpenAlex,metadata,-1,-1,False,-1,0.9848672088588251,,,,,,0.8
doi:10.5539/ies.v14n1p65,doi:10.5539/ies.v14n1p65,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015148403044251925,28,0.014079493506145435,0.0010689095381064898,True,True,2020,en,The Competences of Teaching Staff and Principals in the Context of Educational Innovation and School Development,10.5539/ies.v14n1p65,OpenAlex,metadata,-1,-1,False,-1,0.9848515969557481,,,,,,1.0
doi:10.53595/rlo.v5.i12.120,doi:10.53595/rlo.v5.i12.120,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015189031118797507,35,0.011601722900769938,0.003587308218027569,True,True,2025,es,Análisis de la gestión directiva y procesos pedagógicos: una revisión bibliográfica,10.53595/rlo.v5.i12.120,OpenAlex,metadata,-1,-1,False,-1,0.9848109688812025,,,,,,1.0
doi:10.6018/red.524401,doi:10.6018/red.524401,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015234029719834992,35,0.014365608814094422,0.0008684209057405693,True,True,2022,es,Propiedades psicométricas de una prueba sobre creencias docentes respecto de la integración de las TIC,10.6018/red.524401,OpenAlex,metadata,-1,-1,False,-1,0.984765970280165,,,,,,0.7
doi:10.15359/ree.26-1.6,doi:10.15359/ree.26-1.6,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015335177465466414,2,0.010445536160322271,0.004889641305144143,True,True,2021,es,Proceso profesionalizante: Una intervención en enseñanza superior,10.15359/ree.26-1.6,OpenAlex,metadata,-1,-1,False,-1,0.9846648225345336,,,,,,1.0
doi:10.15354/bece.20.ar072,doi:10.15354/bece.20.ar072,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015385106737562004,11,0.013267578747841426,0.0021175279897205773,True,True,2020,en,School Governance Structure and Its Impact on Student Performance: A Comparative Study between Four Provinces of China and the PISA2015 High-Scored Countries/Economies,10.15354/bece.20.ar072,OpenAlex,metadata,-1,-1,False,-1,0.984614893262438,,,,,,1.0
doi:10.4018/978-1-7998-2787-0.ch020,doi:10.4018/978-1-7998-2787-0.ch020,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015429738476369758,35,0.011907988591366802,0.0035217498850029557,True,True,2020,en,Specialized Educational Leadership for Rural Students Living in Poverty,10.4018/978-1-7998-2787-0.ch020,OpenAlex,metadata,-1,-1,False,-1,0.9845702615236303,,,,,,1.0
record:2b6cf8c5c1ec5c2ab39e6e8b,record:2b6cf8c5c1ec5c2ab39e6e8b,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015513025233891115,37,0.01479188137243413,0.0007211438614569844,True,True,2024,es,A política de educação escolar como programa de ressocialização: um olhar sobre o anexo feminino do Presídio Regional de Bagé/RS,,OpenAlex,metadata,-1,-1,False,-1,0.9844869747661089,,,,,,1.0
doi:10.13189/ujer.2020.080829,doi:10.13189/ujer.2020.080829,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015538015571286267,5,0.013621045101124288,0.0019169704701619793,True,True,2020,en,Teacher Competence and 21&lt;sup&gt;st&lt;/sup&gt; Century Skills in Transformation Schools 2025 (TS25),10.13189/ujer.2020.080829,OpenAlex,metadata,-1,-1,False,-1,0.9844619844287137,,,,,,1.0
record:439973b2654fdcbdcf209131,record:439973b2654fdcbdcf209131,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01559055836776914,40,0.011221659411689311,0.004368898956079829,True,True,2023,es,"Gestión escolar y convivencia escolar en una institución educativa de Huarmey, 2023",,OpenAlex,metadata,-1,-1,False,-1,0.9844094416322309,,,,,,1.0
doi:10.18764/2358-4319.v13n1p163-182,doi:10.18764/2358-4319.v13n1p163-182,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015609581692658643,41,0.015294781478280459,0.0003148002143781841,True,True,2020,pt,Gestão escolar humanizadora: possibilidades na promoção da educação em direitos humanos,10.18764/2358-4319.v13n1p163-182,OpenAlex,metadata,-1,-1,False,-1,0.9843904183073413,,,,,,1.0
record:fd389b81dd5c81b8f2a2a5ae,record:fd389b81dd5c81b8f2a2a5ae,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015684129096745308,19,0.013500776272782532,0.002183352823962776,True,True,2021,es,Gestión educativa y configuraciones de apoyo,,OpenAlex,metadata,-1,-1,False,-1,0.9843158709032547,,,,,,1.0
doi:10.56124/jbs.v3i2.0007,doi:10.56124/jbs.v3i2.0007,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015814828014512845,35,0.013845050212421352,0.001969777802091493,True,True,2022,es,"Gestión escolar y su incidencia en la calidad educativa, distrito de educación junín - bolivar",10.56124/jbs.v3i2.0007,OpenAlex,metadata,-1,-1,False,-1,0.9841851719854872,,,,,,1.0
doi:10.4018/978-1-7998-2787-0.ch019,doi:10.4018/978-1-7998-2787-0.ch019,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015950732724802654,35,0.011905814718111809,0.004044918006690846,True,True,2020,en,"The Power of Educational Leadership in Rural, Impoverished Areas",10.4018/978-1-7998-2787-0.ch019,OpenAlex,metadata,-1,-1,False,-1,0.9840492672751974,,,,,,1.0
doi:10.30545/academo.2024.may-ago.6,doi:10.30545/academo.2024.may-ago.6,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.016007482033296182,28,0.014390660971510028,0.0016168210617861535,True,True,2024,es,Metáforas relacionadas a la gestión escolar en las escuelas del Per,10.30545/academo.2024.may-ago.6,OpenAlex,metadata,-1,-1,False,-1,0.9839925179667038,,,,,,1.0
doi:10.37641/jimkes.v13i5.3723,doi:10.37641/jimkes.v13i5.3723,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.016031285925619084,5,0.013792147199336866,0.0022391387262822183,True,True,2025,en,"Sailor Character Traits, Personality, and School Management Perceptions: Mental Readiness of Vocational Maritime Students",10.37641/jimkes.v13i5.3723,OpenAlex,metadata,-1,-1,False,-1,0.9839687140743809,,,,,,0.9
doi:10.23857/pc.v11i3.11282,doi:10.23857/pc.v11i3.11282,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01628967947139736,7,0.011935204439706061,0.004354475031691299,True,True,2026,es,"El abandono escolar en la jornada nocturna y su incidencia, así como las estrategias de control desde la gestión educativa",10.23857/pc.v11i3.11282,OpenAlex,metadata,-1,-1,False,-1,0.9837103205286026,,,,,,0.7
doi:10.47865/igob.vol6.n22.2023.284,doi:10.47865/igob.vol6.n22.2023.284,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01632438432002814,35,0.013888930161451133,0.0024354541585770075,True,True,2023,es,Cultura organizacional y evaluación del desempeño docente en el nivel primaria de la i.e. n° 116 “abraham Valdelomar”. San Juan de Lurigancho. Lima 2022.,10.47865/igob.vol6.n22.2023.284,OpenAlex,metadata,-1,-1,False,-1,0.9836756156799719,,,,,,1.0
doi:10.69821/constellations.v5i1.160,doi:10.69821/constellations.v5i1.160,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.016341619999130967,35,0.01228801010733267,0.004053609891798296,True,True,2026,en,Liderazgo pedagógico y gestión escolar rural: una revisión documental sistemática,10.69821/constellations.v5i1.160,OpenAlex,metadata,-1,-1,False,-1,0.983658380000869,,,,,,1.0
record:583cd40cca830da94bb612b0,record:583cd40cca830da94bb612b0,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.016367787103140234,38,0.011826962093606497,0.004540825009533737,True,True,2023,es,Between the kitchen and the classroom: possible paths for anti-racist art teaching in public schools,,OpenAlex,metadata,-1,-1,False,-1,0.9836322128968598,,,,,,1.0
doi:10.14409/ie.2023.19.e0054,doi:10.14409/ie.2023.19.e0054,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.016561691524496495,8,0.010012693124078325,0.006548998400418169,True,True,2023,es,«Una aspiración que asusta»,10.14409/ie.2023.19.e0054,OpenAlex,metadata,-1,-1,False,-1,0.9834383084755035,,,,,,0.8
doi:10.37843/rted.v16i2.389,doi:10.37843/rted.v16i2.389,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.016617697933146366,35,0.016550223133400266,6.74747997461006e-05,True,True,2023,es,Gestión Escolar en las Instituciones del Nivel Inicial,10.37843/rted.v16i2.389,OpenAlex,metadata,-1,-1,False,-1,0.9833823020668536,,,,,,1.0
doi:10.1201/9781003107279-32,doi:10.1201/9781003107279-32,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.016786081859999177,27,0.011679752026117318,0.005106329833881859,True,True,2020,en,Teacher competency enhancement for 21st century educators and effective school management in the context of continuing professional development,10.1201/9781003107279-32,OpenAlex,metadata,-1,-1,False,-1,0.9832139181400008,,,,,,1.0
