document_id,publication_document_id,model,corpus,topic_id,topic_probability,hdbscan_membership_strength,bertopic_topic_distribution_max,bertopic_second_topic_id,bertopic_second_distribution,probability_margin,outlier_score,is_outlier,is_ambiguous,year,language,title,doi,source,corpus_unit,topic_original,topic_after_outlier_reduction,outlier_reassigned,original_topic,suggested_topic,reassignment_method,reassignment_confidence,accepted_reassignment,relevance_status,relevance_score,silhouette,distance_to_centroid,local_consistency,nearest_topic,nearest_centroid_similarity,second_nearest_topic,second_nearest_centroid_similarity,assignment_margin,semantic_distance_to_centroid
doi:10.22201/cuaieed.16076079e.2024.25.2.11,doi:10.22201/cuaieed.16076079e.2024.25.2.11,BERTopic-METADATA-MULTILINGUAL,metadata,6,0.9767502456327298,0.97675,0.8074589835361276,7,0.01800050025700788,0.7894584832791197,0.02325,False,False,2024,es,Liderazgo educativo postpandémico: un enfoque en las Telesecundarias,10.22201/cuaieed.16076079e.2024.25.2.11,OpenAlex,metadata,6,6,False,6,,,,False,included,1.020997,0.85684,0.074578,1.0,6,0.938551,7,0.853314,0.085237,0.061449
doi:10.51896/rilcods.v5i46.251,doi:10.51896/rilcods.v5i46.251,BERTopic-METADATA-MULTILINGUAL,metadata,6,1.0,1.0,1.0,7,1.9341249208815634e-308,1.0,0.0,False,False,2023,es,Aprendizaje organizacional mediado por tecnologías en una escuela primaria en el contexto de la pandemia del COVID 19,10.51896/rilcods.v5i46.251,OpenAlex,metadata,6,6,False,6,,,,False,included,1.006312,0.85063,0.274548,1.0,6,0.922095,7,0.759888,0.162207,0.077905
doi:10.33996/revistahorizontes.v9i37.959,doi:10.33996/revistahorizontes.v9i37.959,BERTopic-METADATA-MULTILINGUAL,metadata,6,0.8090769506949886,0.809077,0.28612250822857255,7,0.0593182948144006,0.22680421341417195,0.190923,False,False,2025,es,Convivencia democrática en las aulas: Desafíos y oportunidades para docentes en la Pospandemia,10.33996/revistahorizontes.v9i37.959,OpenAlex,metadata,6,6,False,6,,,,False,included,1.006507,0.748407,0.478798,1.0,6,0.86093,5,0.835789,0.025141,0.13907
doi:10.19136/book.199,doi:10.19136/book.199,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.10758830622142443,1,0.09060967488625411,0.016978631335170316,0.29595,True,False,2021,es,La intervención en la práctica docente y en la gestión educativa,10.19136/book.199,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.910931,False,included,1.007809,,,1.0,7,0.910931,1,0.881086,0.029845,
doi:10.33996/revistahorizontes.v9i39.1094,doi:10.33996/revistahorizontes.v9i39.1094,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.1149072232998319,7,0.08641680046978001,0.02849042283005189,0.29595,True,False,2025,es,Evaluación formativa en los aprendizajes: Revisión sistemática,10.33996/revistahorizontes.v9i39.1094,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.81633,False,included,1.005561,,,1.0,7,0.81633,1,0.805832,0.010498,
doi:10.63549/rg.v5i3.747,doi:10.63549/rg.v5i3.747,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.0486459574982048,7,0.03162963471002444,0.01701632278818036,0.762577,True,False,2025,es,Incidencia de las relaciones interpersonales en la calidad del proceso pedagógico desde la perspectiva de los actores educativos,10.63549/rg.v5i3.747,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.785931,False,included,1.006045,,,1.0,7,0.785931,10,0.778148,0.007783,
doi:10.37811/cl_rcm.v8i6.15127,doi:10.37811/cl_rcm.v8i6.15127,BERTopic-METADATA-MULTILINGUAL,metadata,9,0.831889009490938,0.831889,0.6432914614096222,2,0.03316040460256141,0.6101310568070608,0.168111,False,False,2024,es,La inteligencia emocional y su impacto en el aprendizaje,10.37811/cl_rcm.v8i6.15127,OpenAlex,metadata,9,9,False,9,,,,False,included,0.997899,0.868011,0.133973,1.0,9,0.89553,7,0.714051,0.18148,0.10447
doi:10.5281/zenodo.17172475,doi:10.5281/zenodo.17172475,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.0946156816612586,3,0.08931375214029547,0.005301929520963131,0.507757,True,False,2025,es,El ciberbullying entre adolescentes factores de riesgo y estrategias de intervención en las escuelas urbanas,10.5281/zenodo.17172475,OpenAlex,metadata,-1,-1,False,-1,2,nearest_semantic_centroid,0.678716,False,included,1.009704,,,1.0,2,0.678716,6,0.66466,0.014056,
record:6097f916488a257c778e95f7,record:6097f916488a257c778e95f7,BERTopic-METADATA-MULTILINGUAL,metadata,7,1.0,1.0,1.0,1,4.821522788654859e-308,1.0,0.0,False,False,2025,es,Liderazgo pedagógico para fortalecer la investigación e innovación docente del área de letras del nivel secundaria en una institución educativa de Piura,,OpenAlex,metadata,7,7,False,7,,,,False,included,1.014594,0.59411,0.619733,0.7,7,0.881225,4,0.847339,0.033885,0.118775
doi:10.35362/rie10017169,doi:10.35362/rie10017169,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.2502186061151015,3,0.08315572414816683,0.16706288196693467,0.479976,True,False,2026,es,"Formación ciudadana: Gobernanza y cultura en escuelas del Biobío, Chile",10.35362/rie10017169,OpenAlex,metadata,-1,-1,False,-1,3,nearest_semantic_centroid,0.89385,False,included,1.011158,,,0.3,3,0.89385,12,0.857072,0.036778,
doi:10.37811/cl_rcm.v7i4.7230,doi:10.37811/cl_rcm.v7i4.7230,BERTopic-METADATA-MULTILINGUAL,metadata,0,1.0,1.0,1.0,7,4.749410757028141e-308,1.0,0.0,False,False,2023,es,Experiencias y valoración del profesorado respecto del liderazgo de docentes directivos,10.37811/cl_rcm.v7i4.7230,OpenAlex,metadata,0,0,False,0,,,,False,included,1.033295,0.434232,0.966236,1.0,0,0.954483,4,0.891543,0.06294,0.045517
doi:10.37811/cl_rcm.v6i4.2931,doi:10.37811/cl_rcm.v6i4.2931,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.8909995521775549,0.891,0.43455323042518157,3,0.05857260343231935,0.3759806269928622,0.109,False,False,2022,es,"Gestión institucional y desempeño docente en la institución educativa Miguel Chuquisengo Ramírez, Tarapoto",10.37811/cl_rcm.v6i4.2931,OpenAlex,metadata,4,4,False,4,,,,False,included,1.007282,0.661653,0.290049,1.0,4,0.899201,3,0.850264,0.048937,0.100799
doi:10.56200/mried.v4i1.11304,doi:10.56200/mried.v4i1.11304,BERTopic-METADATA-MULTILINGUAL,metadata,5,1.0,1.0,1.0,3,3.3084589454478747e-308,1.0,0.0,False,False,2025,es,El rol del rector en la implementación de prácticas inclusivas para estudiantes con necesidades educativas específicas,10.56200/mried.v4i1.11304,OpenAlex,metadata,5,5,False,5,,,,False,included,1.016504,0.798781,0.136476,1.0,5,0.911879,7,0.830916,0.080963,0.088121
doi:10.35575/rvucn.n77a2,doi:10.35575/rvucn.n77a2,BERTopic-METADATA-MULTILINGUAL,metadata,6,0.9916604446958858,0.99166,0.7089854321299207,12,0.029592222503440173,0.6793932096264805,0.00834,False,False,2026,es,Educación rural en tiempos de crisis: Desafíos y estrategias durante el cierre escolar por Covid-19 en Colombia,10.35575/rvucn.n77a2,OpenAlex,metadata,6,6,False,6,,,,False,included,1.010841,0.838886,0.23402,1.0,6,0.849472,3,0.763241,0.086231,0.150528
doi:10.63415/saga.2026.70,doi:10.63415/saga.2026.70,BERTopic-METADATA-MULTILINGUAL,metadata,2,0.36621951311319917,0.36622,0.08551764048220103,7,0.05394302077063331,0.03157461971156773,0.63378,False,True,2026,es,La Innovación Invisible,10.63415/saga.2026.70,OpenAlex,metadata,2,2,False,2,,,,False,included,1.001968,0.279116,1.122603,0.6,2,0.766684,7,0.76289,0.003794,0.233315
doi:10.55905/cuadv17n7-122,doi:10.55905/cuadv17n7-122,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.8192897841575152,0.81929,0.1686298151493499,12,0.12891314221693675,0.039716672932413155,0.18071,False,True,2025,es,Mediación pedagógica con tecnologías en la Educación Profesional durante la pandemia: desafíos y contradicciones en escuelas públicas de Minas Gerais,10.55905/cuadv17n7-122,OpenAlex,metadata,3,3,False,3,,,,False,included,1.010674,0.263496,0.633577,0.5,3,0.887383,4,0.860246,0.027138,0.112617
doi:10.47189/pjsg.v1i2.50,doi:10.47189/pjsg.v1i2.50,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.924971895490544,0.924972,0.2844989743251706,12,0.1611424292879286,0.12335654503724197,0.075028,False,False,2025,es,Experiencias pedagógicas para fortalecer la cultura de legalidad en el aula: un análisis socio-crítico en el sistema público ecuatoriano,10.47189/pjsg.v1i2.50,OpenAlex,metadata,3,3,False,3,,,,False,included,1.010014,0.174806,0.580046,1.0,3,0.873414,12,0.842735,0.030679,0.126586
doi:10.65705/rhomu.v2i2.49,doi:10.65705/rhomu.v2i2.49,BERTopic-METADATA-MULTILINGUAL,metadata,1,1.0,1.0,1.0,7,5.521208980011805e-308,1.0,0.0,False,False,2025,es,"Beneficio de la planificación, la gestión institucional y pedagógica, para la calidad educativa",10.65705/rhomu.v2i2.49,OpenAlex,metadata,1,1,False,1,,,,False,included,1.013858,0.418251,0.336887,1.0,1,0.921883,4,0.902126,0.019758,0.078117
doi:10.22352/saustral20222810,doi:10.22352/saustral20222810,BERTopic-METADATA-MULTILINGUAL,metadata,12,1.0,1.0,1.0,3,8.259871117035774e-308,1.0,0.0,False,False,2022,es,Análisis de la colaboración entre Programas de Protección Especializados en Reinserción Educativa (PDE) y escuelas de Chile. Una mirada desde el reenganche y la exclusión educativa,10.22352/saustral20222810,OpenAlex,metadata,12,12,False,12,,,,False,included,1.010079,0.502821,0.433184,0.9,3,0.902483,12,0.881033,0.021449,0.118966
doi:10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,doi:10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.05090822385272633,3,0.04916552499688771,0.0017426988558386161,0.666393,True,False,2025,es,¿Qué debería hacer el Encargado de Convivencia Escolar?,10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,OpenAlex,metadata,-1,-1,False,-1,3,nearest_semantic_centroid,0.881807,False,included,1.025679,,,1.0,3,0.881807,7,0.881773,3.4e-05,
doi:10.37811/cl_rcm.v9i6.21382,doi:10.37811/cl_rcm.v9i6.21382,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.0989342546198444,4,0.09624493341542797,0.0026893212044164228,0.3173,True,False,2025,es,Dificultades Específicas del Aprendizaje en Cuarto Año de Educación General Básica,10.37811/cl_rcm.v9i6.21382,OpenAlex,metadata,-1,-1,False,-1,4,nearest_semantic_centroid,0.872029,False,included,1.014017,,,1.0,4,0.872029,3,0.866065,0.005963,
doi:10.59899/ges-cono-77-c19,doi:10.59899/ges-cono-77-c19,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.09323589686227506,12,0.08362585485693609,0.009610042005338965,0.68189,True,False,2025,es,Capítulo 19: Los compromisos de la dirección escolar en el ámbito educativo en una institución peruana,10.59899/ges-cono-77-c19,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.920999,False,included,1.016456,,,0.9,7,0.920999,3,0.915265,0.005734,
doi:10.51378/eca.v76i766.6478,doi:10.51378/eca.v76i766.6478,BERTopic-METADATA-MULTILINGUAL,metadata,5,0.8794406813704863,0.879441,0.5238736888662084,3,0.054534865830019943,0.4693388230361885,0.120559,False,False,2021,es,"Gestionar para la convivencia inclusiva, una deuda del modelo educativo salvadoreño",10.51378/eca.v76i766.6478,OpenAlex,metadata,5,5,False,5,,,,False,included,1.009291,0.741815,0.279369,1.0,5,0.899149,3,0.875,0.024149,0.100851
doi:10.24310/mgnmar.v4i2.15332,doi:10.24310/mgnmar.v4i2.15332,BERTopic-METADATA-MULTILINGUAL,metadata,8,1.0,1.0,1.0,0,1.5792684590804996e-308,1.0,0.0,False,False,2023,es,Las mujeres científicas como referente en la Educación Primaria. Perspectiva micropolítica,10.24310/mgnmar.v4i2.15332,OpenAlex,metadata,8,8,False,8,,,,False,included,1.02119,0.807665,0.584517,1.0,8,0.858077,7,0.829969,0.028108,0.141923
record:c786ec6d166676fd48bd592f,record:c786ec6d166676fd48bd592f,BERTopic-METADATA-MULTILINGUAL,metadata,10,1.0,1.0,1.0,3,3.7548255175274613e-308,1.0,0.0,False,False,2025,es,Talleres formativos como alternativa de gestión para el involucramiento de los padres en el aprendizaje de una institución educativa de Puente Piedra,,OpenAlex,metadata,10,10,False,10,,,,False,included,1.014655,0.863292,0.187007,1.0,10,0.912046,3,0.831682,0.080364,0.087954
doi:10.35537/10915/186415,doi:10.35537/10915/186415,BERTopic-METADATA-MULTILINGUAL,metadata,3,1.0,1.0,1.0,12,7.725306587912113e-308,1.0,0.0,False,False,2025,es,La convivencia escolar en comunidades educativas del Ecuador: Un análisis de la Política Nacional de Convivencia Escolar del MINEDUC (2021),10.35537/10915/186415,OpenAlex,metadata,3,3,False,3,,,,False,included,1.009419,0.280998,0.592224,1.0,3,0.921989,12,0.860096,0.061893,0.078011
doi:10.5354/2735-7279.2026.79264,doi:10.5354/2735-7279.2026.79264,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.04396457340294447,0,0.04091770974978424,0.003046863653160231,0.761793,True,False,2026,es,Fortalecimiento de los liderazgos del equipo directivo y docente a través del desarrollo de la inteligencia emocional,10.5354/2735-7279.2026.79264,OpenAlex,metadata,-1,-1,False,-1,0,nearest_semantic_centroid,0.776345,False,included,1.04401,,,1.0,0,0.776345,13,0.716038,0.060307,
record:221d2eac95f6192db520675b,record:221d2eac95f6192db520675b,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.09186504262304637,7,0.07776373519674253,0.014101307426303847,0.510813,True,False,2024,es,Monitoreo y acompañamiento pedagógico para mejorar la enseñanza de la lectoescritura en el primer grado de la región Huancavelica,,OpenAlex,metadata,-1,-1,False,-1,4,nearest_semantic_centroid,0.866034,False,included,1.016097,,,1.0,4,0.866034,3,0.862271,0.003762,
doi:10.70860/ufnt.rbec.e18956,doi:10.70860/ufnt.rbec.e18956,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.09716622612327426,7,0.07108163156192869,0.02608459456134557,0.718484,True,False,2024,pt,"Importância e desafios da Liderança, Inovação e criatividade na Gestão Escolar das escolas públicas do Bailundo e Mungo - Angola",10.70860/ufnt.rbec.e18956,OpenAlex,metadata,-1,-1,False,-1,3,nearest_semantic_centroid,0.875963,False,included,1.037757,,,0.8,3,0.875963,7,0.869933,0.00603,
doi:10.37135/chk.002.25.03,doi:10.37135/chk.002.25.03,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.07831618289962693,7,0.06455868909890035,0.013757493800726578,0.68958,True,False,2024,es,LA FORMACIÓN PROFESIONAL PERMANENTE COMO DERECHO HUMANO AL TRABAJO EN EL MAGISTERIO PERUANO,10.37135/chk.002.25.03,OpenAlex,metadata,-1,-1,False,-1,3,nearest_semantic_centroid,0.818436,False,included,1.009297,,,1.0,3,0.818436,7,0.803607,0.014829,
doi:10.5281/zenodo.17959860,doi:10.5281/zenodo.17959860,BERTopic-METADATA-MULTILINGUAL,metadata,9,0.9883330298369457,0.988333,0.8718875795016477,2,0.021322281013907828,0.8505652984877399,0.011667,False,False,2025,es,La inteligencia se contagia: Estrategias sociales para transformar el bachillerato,10.5281/zenodo.17959860,OpenAlex,metadata,9,9,False,9,,,,False,included,1.001836,0.818387,0.298836,1.0,9,0.754155,7,0.70767,0.046485,0.245845
doi:10.14679/4469,doi:10.14679/4469,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.06877657178227355,0,0.034964522822271936,0.03381204896000161,0.665061,True,False,2025,es,Innovar para gobernar: Reflexiones académicas sobre el liderazgo educativo,10.14679/4469,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.896762,False,included,1.011005,,,1.0,7,0.896762,0,0.889232,0.00753,
doi:10.15446/rsap.v25n6.108806,doi:10.15446/rsap.v25n6.108806,BERTopic-METADATA-MULTILINGUAL,metadata,10,0.4094968273800361,0.409497,0.1555123897039791,3,0.03848291225727096,0.11702947744670814,0.590503,False,False,2023,es,Percepción de padres de familia sobre la gestión en salud escolar,10.15446/rsap.v25n6.108806,OpenAlex,metadata,10,10,False,10,,,,False,included,1.020456,0.759011,0.430887,0.9,10,0.887277,4,0.775955,0.111322,0.112723
doi:10.70165/cglobal.v10i2.614,doi:10.70165/cglobal.v10i2.614,BERTopic-METADATA-MULTILINGUAL,metadata,3,1.0,1.0,1.0,12,6.775213785266231e-308,1.0,0.0,False,False,2025,es,"Clima escolar y calidad de aprendizaje: impacto en primaria, zona rural de Colombia (2020-2024)",10.70165/cglobal.v10i2.614,OpenAlex,metadata,3,3,False,3,,,,False,included,1.01088,0.474973,0.2868,1.0,3,0.90199,4,0.84575,0.05624,0.09801
doi:10.7764/tesisuc/edu/74815,doi:10.7764/tesisuc/edu/74815,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.10656055137895344,7,0.0806391135983057,0.025921437780647746,0.484563,True,False,2023,es,Diseño de un plan de acción para la prevención del abandono escolar en estudiantes jóvenes y adultos. Estudio de caso: CEIA Liceo de Adultos Pucará de Chena de San Bernardo,10.7764/tesisuc/edu/74815,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.878253,False,included,1.012188,,,0.9,7,0.878253,4,0.875985,0.002269,
doi:10.59427/rcli/2024/v24cs.945-952,doi:10.59427/rcli/2024/v24cs.945-952,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9254015412623446,0.925402,0.2676785833104136,1,0.10153808974383781,0.1661404935665758,0.074598,False,False,2024,es,"Estrategias de monitoreo y acompañamiento para el desempeño docente en los centros de educación básica especial, Lambayeque",10.59427/rcli/2024/v24cs.945-952,OpenAlex,metadata,1,1,False,1,,,,False,included,1.014489,-0.386377,1.263536,0.6,4,0.862726,1,0.837225,0.025501,0.162775
doi:10.31637/epsir-2024-1412,doi:10.31637/epsir-2024-1412,BERTopic-METADATA-MULTILINGUAL,metadata,3,1.0,1.0,1.0,12,6.782189188445907e-308,1.0,0.0,False,False,2024,es,Traslados escolares y aspiraciones de jóvenes en territorios rurales mexicanos,10.31637/epsir-2024-1412,OpenAlex,metadata,3,3,False,3,,,,False,included,1.006516,0.382066,0.559,1.0,3,0.843042,7,0.795277,0.047764,0.156959
doi:10.35537/10915/186366,doi:10.35537/10915/186366,BERTopic-METADATA-MULTILINGUAL,metadata,3,1.0,1.0,1.0,10,5.096301141866065e-308,1.0,0.0,False,False,2025,es,"Fortalecimiento de la relación familia-escuela en el contexto rural: un proyecto de innovación pedagógica y didáctica en el CER Morrón, Briceño, Antioquia, Colombia en el 2024",10.35537/10915/186366,OpenAlex,metadata,3,3,False,3,,,,False,included,1.009705,0.163539,1.215673,1.0,3,0.837231,10,0.830944,0.006287,0.162769
doi:10.61368/r.s.d.h.v6i4.864,doi:10.61368/r.s.d.h.v6i4.864,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.11188386970239643,1,0.1087228846126485,0.0031609850897479363,0.470481,True,False,2025,es,Evaluación del Desempeño Directivo y su Impacto en la Calidad Educativa,10.61368/r.s.d.h.v6i4.864,OpenAlex,metadata,-1,-1,False,-1,4,nearest_semantic_centroid,0.875596,False,included,1.012419,,,1.0,4,0.875596,1,0.871437,0.00416,
record:d8bd2b1ebd64d82ee22e6561,record:d8bd2b1ebd64d82ee22e6561,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.8321967142886613,0.832197,0.35278238817779334,3,0.06505280777339846,0.2877295804043949,0.167803,False,False,2023,es,Socio-labor Conditions of the Santanderian Teachers during the Period between 1937 and 1979,,OpenAlex,metadata,4,4,False,4,,,,False,included,1.0043,0.582664,0.37531,0.8,4,0.807527,12,0.800921,0.006606,0.192473
record:fd279892c9684115fa281060,record:fd279892c9684115fa281060,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.056690070309284905,3,0.032920000518276066,0.02377006979100884,0.6605,True,False,2025,es,Liderazgo pedagógico para fortalecer la comprensión lectora con estrategias innovadoras en una institución educativa de la provincia de Chincha,,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.723597,False,included,1.019692,,,1.0,7,0.723597,5,0.69887,0.024727,
record:2cfbf38ac02f77703710ca37,record:2cfbf38ac02f77703710ca37,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.03637182961415715,1,0.0314105512136847,0.004961278400472453,0.755655,True,False,2024,es,Acompañamiento pedagógico para fortalecer el logro de aprendizajes del área de ciencias sociales en estudiantes con necesidades educativas especiales,,OpenAlex,metadata,-1,-1,False,-1,5,nearest_semantic_centroid,0.735978,False,included,1.015077,,,1.0,5,0.735978,7,0.723561,0.012417,
record:8a99499d20f239deafe51444,record:8a99499d20f239deafe51444,BERTopic-METADATA-MULTILINGUAL,metadata,3,1.0,1.0,1.0,10,5.027052276301628e-308,1.0,0.0,False,False,2025,es,"Fortalecimiento de la relación familia-escuela en el contexto rural : un proyecto de innovación pedagógica y didáctica en el CER Morrón, Briceño, Antioquia, Colombia en el año 2024",,OpenAlex,metadata,3,3,False,3,,,,False,included,1.009702,0.18932,1.184122,1.0,3,0.837331,10,0.830637,0.006694,0.162669
record:9c3e690adc5c001da8177e90,record:9c3e690adc5c001da8177e90,BERTopic-METADATA-MULTILINGUAL,metadata,7,1.0,1.0,1.0,12,5.51989752889142e-308,1.0,0.0,False,False,2025,es,Modelo de gestión con ciclo Deming para promover la práctica reflexiva en el trabajo colegiado de una institución educativa de Lambayeque,,OpenAlex,metadata,7,7,False,7,,,,False,included,1.013062,0.620161,0.463391,0.9,7,0.889193,4,0.848993,0.0402,0.110807
doi:10.48204/3072-9653.6875,doi:10.48204/3072-9653.6875,BERTopic-METADATA-MULTILINGUAL,metadata,2,1.0,1.0,1.0,7,2.810661651274709e-308,1.0,0.0,False,False,2025,es,Tipos de usos de las TIC por parte de los docentes en sus prácticas pedagógicas,10.48204/3072-9653.6875,OpenAlex,metadata,2,2,False,2,,,,False,included,1.005755,0.767011,0.260266,1.0,2,0.919353,7,0.832757,0.086595,0.080647
doi:10.51736/etecam103,doi:10.51736/etecam103,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.16235062823957258,3,0.06724228225920441,0.09510834598036817,0.506715,True,False,2025,es,,10.51736/etecam103,OpenAlex,metadata,-1,-1,False,-1,3,nearest_semantic_centroid,0.851961,False,included,1.017578,,,1.0,3,0.851961,12,0.823743,0.028218,
doi:10.24065/2237-9460.2023v13n1id2040,doi:10.24065/2237-9460.2023v13n1id2040,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8588353948333562,0.858835,0.18427246279139423,0,0.16006822632650108,0.024204236464893142,0.358145,False,False,2023,es,ASPECTOS TEÓRICOS PARA EL ANÁLISIS DE LA DIRECCIÓN ESCOLAR CONCEPTUALIZACIONES Y MODELOS,10.24065/2237-9460.2023v13n1id2040,OpenAlex,metadata,0,0,False,0,,,,False,included,1.026242,-0.047775,1.266093,1.0,7,0.925829,0,0.916784,0.009046,0.083216
record:01d8a4a71989ce92cd1a157e,record:01d8a4a71989ce92cd1a157e,BERTopic-METADATA-MULTILINGUAL,metadata,2,0.8398211288023388,0.839821,0.5293006120355634,7,0.042145375558071116,0.4871552364774923,0.160179,False,False,2024,es,Liderazgo pedagógico para fortalecer la competencia digital de los docentes en una institución educativa del nivel primaria en Ica,,OpenAlex,metadata,2,2,False,2,,,,False,included,1.014153,0.741529,0.385227,1.0,2,0.875438,7,0.826337,0.049101,0.124562
doi:10.33386/593dp.2025.6.3622,doi:10.33386/593dp.2025.6.3622,BERTopic-METADATA-MULTILINGUAL,metadata,3,1.0,1.0,1.0,10,5.250534606299087e-308,1.0,0.0,False,False,2025,es,Uso de ambientes de aprendizaje en la participación familiar y comunitaria en las instituciones educativas del sector rural,10.33386/593dp.2025.6.3622,OpenAlex,metadata,3,3,False,3,,,,False,included,1.013628,0.127393,1.238884,0.9,10,0.849698,3,0.812722,0.036976,0.187278
doi:10.37811/cl_rcm.v9i1.16382,doi:10.37811/cl_rcm.v9i1.16382,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.09496482344623874,7,0.08765884388787043,0.007305979558368314,0.29595,True,False,2025,es,Motivación y vocación en formación inicial docente para prevenir deserción y abandono escolar,10.37811/cl_rcm.v9i1.16382,OpenAlex,metadata,-1,-1,False,-1,13,nearest_semantic_centroid,0.815897,False,included,1.007194,,,1.0,13,0.815897,4,0.776988,0.038909,
doi:10.4471/ijelm.17484,doi:10.4471/ijelm.17484,BERTopic-METADATA-MULTILINGUAL,metadata,0,1.0,1.0,0.45911287087144365,13,0.07362656399194044,0.3854863068795032,0.194529,False,False,2025,es,Claves del Liderazgo Pedagógico y su Impacto en la Gestión Eficaz dentro de la Comunidad Educativa,10.4471/ijelm.17484,OpenAlex,metadata,0,0,False,0,,,,False,included,1.017878,0.640541,0.388072,1.0,0,0.974397,7,0.867593,0.106804,0.025603
doi:10.46363/warmi.v4i1.4,doi:10.46363/warmi.v4i1.4,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9254015412623446,0.925402,0.24579115844982227,1,0.13603496774677834,0.10975619070304393,0.074598,False,False,2024,es,Clima institucional y desempeño docente en instituciones educativas de Razuri Ascope 2025,10.46363/warmi.v4i1.4,OpenAlex,metadata,1,1,False,1,,,,False,included,1.007918,-0.265098,1.058017,0.8,4,0.846178,1,0.84525,0.000928,0.15475
doi:10.56712/latam.v5i5.2697,doi:10.56712/latam.v5i5.2697,BERTopic-METADATA-MULTILINGUAL,metadata,7,1.0,1.0,1.0,1,5.137208877545972e-308,1.0,0.0,False,False,2024,es,Funcionamiento de los consejos técnicos escolares: obstáculos y oportunidades,10.56712/latam.v5i5.2697,OpenAlex,metadata,7,7,False,7,,,,False,included,1.018983,0.594689,0.524894,0.7,7,0.858291,1,0.850237,0.008054,0.141708
doi:10.54948/desidades.v0i34.53113,doi:10.54948/desidades.v0i34.53113,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.7997795832865194,0.79978,0.3375819779695017,12,0.08661582868694878,0.2509661492825529,0.20022,False,True,2023,es,"La Escuela Karaí Nhe´e Katu como productora de sentidos para los jóvenes Mbya Guarani, desde las voces del cacique y algunos profesores",10.54948/desidades.v0i34.53113,OpenAlex,metadata,3,3,False,3,,,,False,included,1.008091,0.337122,0.577533,0.7,3,0.734414,5,0.696234,0.03818,0.265586
doi:10.5281/zenodo.18225698,doi:10.5281/zenodo.18225698,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9462430277346507,0.946243,0.23232519720158235,1,0.21362255775232505,0.01870263944925729,0.053757,False,False,2026,es,Gestión administrativa y praxis gerencial en las instituciones educativas,10.5281/zenodo.18225698,OpenAlex,metadata,1,1,False,1,,,,False,included,1.016944,-0.156849,1.123532,1.0,1,0.893968,7,0.886037,0.00793,0.106032
doi:10.47554/revie.vol12.num2.2025.pp107-128,doi:10.47554/revie.vol12.num2.2025.pp107-128,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.07897095972197576,3,0.07520466935686385,0.0037662903651119184,0.698655,True,False,2025,es,participación comunitaria en los centros educativos: desafíos y oportunidades en contexto diverso,10.47554/revie.vol12.num2.2025.pp107-128,OpenAlex,metadata,-1,-1,False,-1,10,nearest_semantic_centroid,0.903485,False,included,1.005697,,,1.0,10,0.903485,5,0.879248,0.024237,
