document_id,language,year,source,text_length,has_abstract,relevance_status,hdbscan_outlier_score,nearest_topic,nearest_topic_similarity,second_nearest_topic,similarity_margin,reason_category,original_topic,suggested_topic,reassignment_method,reassignment_confidence,accepted_reassignment
record:ea44aca3f9b2b2da294456a4,es,2020,OpenAlex,1922,True,included,0.6605,3,0.84565,4,0.019231,borderline_between_topics,-1,3,nearest_semantic_centroid,0.84565,False
doi:10.58011/18hv-tx32,es,2025,OpenAlex,221,False,included,0.510091,4,0.78116,1,0.027985,short_or_incomplete_text,-1,4,nearest_semantic_centroid,0.78116,False
doi:10.26490/uncp.investigacionyeducacion.2021.2.1.1367,es,2021,OpenAlex,1575,True,included,0.524137,7,0.894202,4,0.014018,borderline_between_topics,-1,7,nearest_semantic_centroid,0.894202,False
doi:10.47554/cii.vol15.2024.pp137-141,es,2025,OpenAlex,1650,True,included,0.684937,7,0.881573,1,0.01926,borderline_between_topics,-1,7,nearest_semantic_centroid,0.881573,False
doi:10.35381/r.k.v9i1.3557,es,2024,OpenAlex,1098,True,included,0.445099,7,0.951028,1,0.011235,borderline_between_topics,-1,7,nearest_semantic_centroid,0.951028,False
record:a3efb562e8f795ab1fcdb8cc,es,2020,OpenAlex,586,True,included,0.709491,12,0.759264,3,0.007434,borderline_between_topics,-1,12,nearest_semantic_centroid,0.759264,False
record:28acbaf08050aecfaf1c037d,es,2021,OpenAlex,1322,True,included,0.487078,7,0.789174,1,0.000929,borderline_between_topics,-1,7,nearest_semantic_centroid,0.789174,False
record:b2966ad0c4c22e6eef470380,es,2020,OpenAlex,1880,True,included,0.712146,7,0.874466,3,0.004343,borderline_between_topics,-1,7,nearest_semantic_centroid,0.874466,False
doi:10.46589/riasf.v1i43.781,es,2025,OpenAlex,654,True,included,0.483253,3,0.795833,7,0.033868,borderline_between_topics,-1,3,nearest_semantic_centroid,0.795833,False
record:f5e85a0122519fc958e69840,es,2023,OpenAlex,2724,True,included,0.319086,3,0.855383,4,0.017304,borderline_between_topics,-1,3,nearest_semantic_centroid,0.855383,False
doi:10.18764/2178-2229.v28n1p78-94,pt,2021,OpenAlex,4242,True,included,0.856461,12,0.807428,3,0.035033,borderline_between_topics,-1,12,nearest_semantic_centroid,0.807428,False
doi:10.14409/ie.2023.19.e0054,es,2023,OpenAlex,1172,True,included,0.745512,7,0.782166,3,0.004149,borderline_between_topics,-1,7,nearest_semantic_centroid,0.782166,False
doi:10.15366/reice2005.3.1.003,es,2023,OpenAlex,634,True,included,0.703722,7,0.806495,5,0.037461,borderline_between_topics,-1,7,nearest_semantic_centroid,0.806495,False
record:a481c2758d1cbdf5dde00cbb,es,2022,OpenAlex,2243,True,included,0.5008,7,0.822563,2,0.020969,borderline_between_topics,-1,7,nearest_semantic_centroid,0.822563,False
doi:10.54033/cadpedv22n14-158,es,2025,OpenAlex,1601,True,included,0.460939,12,0.87024,3,0.003737,borderline_between_topics,-1,12,nearest_semantic_centroid,0.87024,False
doi:10.34893/rediir.v10i10.428,es,2023,OpenAlex,1647,True,included,0.469878,4,0.874535,12,0.00015,borderline_between_topics,-1,4,nearest_semantic_centroid,0.874535,False
doi:10.22169/cadernointer.v14n52.3569,es,2025,OpenAlex,5052,True,included,0.514619,7,0.925168,3,0.021327,borderline_between_topics,-1,7,nearest_semantic_centroid,0.925168,False
doi:10.37594/dialogus.v1i16.1805,es,2025,OpenAlex,1842,True,included,0.316816,12,0.88601,3,0.001789,borderline_between_topics,-1,12,nearest_semantic_centroid,0.88601,False
doi:10.58594/rtest.v4i1.100,es,2024,OpenAlex,2127,True,included,0.469878,0,0.884644,4,0.030387,borderline_between_topics,-1,0,nearest_semantic_centroid,0.884644,False
doi:10.64326/educao.v1i2.24,es,2025,OpenAlex,1708,True,included,0.445099,7,0.914447,1,0.008721,borderline_between_topics,-1,7,nearest_semantic_centroid,0.914447,False
record:b2262ab441be28dfe3adbeac,es,2020,OpenAlex,2459,True,included,0.46155,4,0.829906,3,0.027917,borderline_between_topics,-1,4,nearest_semantic_centroid,0.829906,False
record:8b242fd7aca377511d6b23ca,es,2021,OpenAlex,1885,True,included,0.454336,7,0.898651,2,0.012264,borderline_between_topics,-1,7,nearest_semantic_centroid,0.898651,False
record:c6c6adfa714a4dc6e9fb504f,es,2021,OpenAlex,3093,True,included,0.278423,4,0.901059,1,0.025778,borderline_between_topics,-1,4,nearest_semantic_centroid,0.901059,False
record:583cd40cca830da94bb612b0,es,2023,OpenAlex,1001,True,included,0.841255,5,0.615223,3,0.001635,borderline_between_topics,-1,5,nearest_semantic_centroid,0.615223,False
doi:10.29059/educiencia.v7i2.224,es,2022,OpenAlex,899,True,included,0.494792,7,0.915466,1,0.032976,borderline_between_topics,-1,7,nearest_semantic_centroid,0.915466,False
doi:10.56712/latam.v6i6.4943,es,2025,OpenAlex,1092,True,included,0.507757,13,0.754017,10,0.013513,borderline_between_topics,-1,13,nearest_semantic_centroid,0.754017,False
record:ae531aec10932f6fe06c7196,es,2025,OpenAlex,2141,True,included,0.507757,3,0.719116,6,0.00174,borderline_between_topics,-1,3,nearest_semantic_centroid,0.719116,False
record:c8c6486dc449e27ae22a046d,es,2025,OpenAlex,2112,True,included,0.449312,2,0.70967,7,0.012236,borderline_between_topics,-1,2,nearest_semantic_centroid,0.70967,False
record:474645e01d2252b01904471a,es,2025,SEDICI-UNLP | OpenAlex,1187,True,included,0.856461,3,0.83234,12,0.011923,borderline_between_topics,-1,3,nearest_semantic_centroid,0.83234,False
doi:10.33996/revistahorizontes.v9i38.1045,es,2025,OpenAlex,1116,True,included,0.507757,10,0.846308,5,0.038427,borderline_between_topics,-1,10,nearest_semantic_centroid,0.846308,False
doi:10.52501/cc.389.01,es,2025,OpenAlex,1140,True,included,0.507757,3,0.776438,5,0.007734,borderline_between_topics,-1,3,nearest_semantic_centroid,0.776438,False
doi:10.24215/23468866e177,es,2025,OpenAlex,1196,True,included,0.856461,3,0.871799,12,0.006831,borderline_between_topics,-1,3,nearest_semantic_centroid,0.871799,False
doi:10.59899/ref-post-2-c13,es,2024,OpenAlex,1213,True,included,0.724549,3,0.895658,7,0.006983,borderline_between_topics,-1,3,nearest_semantic_centroid,0.895658,False
doi:10.5281/zenodo.18762677,es,2026,OpenAlex,1326,True,included,0.265828,4,0.847231,3,0.011867,borderline_between_topics,-1,4,nearest_semantic_centroid,0.847231,False
doi:10.19136/book.199,es,2021,OpenAlex,1183,True,included,0.29595,7,0.910931,1,0.029845,borderline_between_topics,-1,7,nearest_semantic_centroid,0.910931,False
doi:10.33996/revistahorizontes.v9i39.1094,es,2025,OpenAlex,1145,True,included,0.29595,7,0.81633,1,0.010498,borderline_between_topics,-1,7,nearest_semantic_centroid,0.81633,False
doi:10.63549/rg.v5i3.747,es,2025,OpenAlex,1477,True,included,0.762577,7,0.785931,10,0.007783,borderline_between_topics,-1,7,nearest_semantic_centroid,0.785931,False
doi:10.5281/zenodo.17172475,es,2025,OpenAlex,1362,True,included,0.507757,2,0.678716,6,0.014056,borderline_between_topics,-1,2,nearest_semantic_centroid,0.678716,False
doi:10.35362/rie10017169,es,2026,OpenAlex,1301,True,included,0.479976,3,0.89385,12,0.036778,borderline_between_topics,-1,3,nearest_semantic_centroid,0.89385,False
doi:10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,es,2025,OpenAlex,1217,True,included,0.666393,3,0.881807,7,3.4e-05,borderline_between_topics,-1,3,nearest_semantic_centroid,0.881807,False
doi:10.37811/cl_rcm.v9i6.21382,es,2025,OpenAlex,1426,True,included,0.3173,4,0.872029,3,0.005963,borderline_between_topics,-1,4,nearest_semantic_centroid,0.872029,False
doi:10.59899/ges-cono-77-c19,es,2025,OpenAlex,1444,True,included,0.68189,7,0.920999,3,0.005734,borderline_between_topics,-1,7,nearest_semantic_centroid,0.920999,False
doi:10.5354/2735-7279.2026.79264,es,2026,OpenAlex,1472,True,included,0.761793,0,0.776345,13,0.060307,borderline_between_topics,-1,0,nearest_semantic_centroid,0.776345,False
record:221d2eac95f6192db520675b,es,2024,OpenAlex,1446,True,included,0.510813,4,0.866034,3,0.003762,borderline_between_topics,-1,4,nearest_semantic_centroid,0.866034,False
doi:10.70860/ufnt.rbec.e18956,pt,2024,OpenAlex,5299,True,included,0.718484,3,0.875963,7,0.00603,borderline_between_topics,-1,3,nearest_semantic_centroid,0.875963,False
doi:10.37135/chk.002.25.03,es,2024,OpenAlex,1505,True,included,0.68958,3,0.818436,7,0.014829,borderline_between_topics,-1,3,nearest_semantic_centroid,0.818436,False
doi:10.14679/4469,es,2025,OpenAlex,1550,True,included,0.665061,7,0.896762,0,0.00753,borderline_between_topics,-1,7,nearest_semantic_centroid,0.896762,False
doi:10.7764/tesisuc/edu/74815,es,2023,OpenAlex,1535,True,included,0.484563,7,0.878253,4,0.002269,borderline_between_topics,-1,7,nearest_semantic_centroid,0.878253,False
doi:10.61368/r.s.d.h.v6i4.864,es,2025,OpenAlex,1395,True,included,0.470481,4,0.875596,1,0.00416,borderline_between_topics,-1,4,nearest_semantic_centroid,0.875596,False
record:fd279892c9684115fa281060,es,2025,OpenAlex,1581,True,included,0.6605,7,0.723597,5,0.024727,borderline_between_topics,-1,7,nearest_semantic_centroid,0.723597,False
record:2cfbf38ac02f77703710ca37,es,2024,OpenAlex,1549,True,included,0.755655,5,0.735978,7,0.012417,borderline_between_topics,-1,5,nearest_semantic_centroid,0.735978,False
doi:10.51736/etecam103,es,2025,OpenAlex,1357,True,included,0.506715,3,0.851961,12,0.028218,borderline_between_topics,-1,3,nearest_semantic_centroid,0.851961,False
doi:10.37811/cl_rcm.v9i1.16382,es,2025,OpenAlex,1453,True,included,0.29595,13,0.815897,4,0.038909,borderline_between_topics,-1,13,nearest_semantic_centroid,0.815897,False
doi:10.47554/revie.vol12.num2.2025.pp107-128,es,2025,OpenAlex,1443,True,included,0.698655,10,0.903485,5,0.024237,borderline_between_topics,-1,10,nearest_semantic_centroid,0.903485,False
record:8781aac388f74a0ea3f45b32,es,2025,OpenAlex,1731,True,included,0.661456,4,0.789095,3,0.016336,borderline_between_topics,-1,4,nearest_semantic_centroid,0.789095,False
record:5f5822c6cdaad3f6608da60e,es,2024,OpenAlex,1685,True,included,0.818652,5,0.695957,3,0.036285,borderline_between_topics,-1,5,nearest_semantic_centroid,0.695957,False
record:864649e5d06b569249e18c38,es,2021,OpenAlex,1671,True,included,0.507757,3,0.781513,12,0.038517,borderline_between_topics,-1,3,nearest_semantic_centroid,0.781513,False
doi:10.4000/14hpr,en,2025,OpenAlex,3730,True,included,0.489172,7,0.864038,0,0.025535,borderline_between_topics,-1,7,nearest_semantic_centroid,0.864038,False
doi:10.5377/arquitectura.v10i20.21404,es,2025,OpenAlex,1698,True,included,0.708847,3,0.821459,4,0.033209,borderline_between_topics,-1,3,nearest_semantic_centroid,0.821459,False
record:430b04d0e88f6b81c5d3bab6,es,2025,OpenAlex,1667,True,included,0.29595,4,0.862388,3,0.008798,borderline_between_topics,-1,4,nearest_semantic_centroid,0.862388,False
doi:10.37594/dialogus.v1i8.524,es,2022,OpenAlex,1448,True,included,0.725843,1,0.893908,3,0.003201,borderline_between_topics,-1,1,nearest_semantic_centroid,0.893908,False
doi:10.59760/5927961,es,2026,OpenAlex,1755,True,included,0.66841,4,0.814299,1,0.02719,borderline_between_topics,-1,4,nearest_semantic_centroid,0.814299,False
record:ffdd1c7c3c2997cd3f4efae4,es,2026,OpenAlex,1710,True,included,0.489555,13,0.830364,1,0.033351,borderline_between_topics,-1,13,nearest_semantic_centroid,0.830364,False
doi:10.33539/educacion.2024.v30n1.3154,es,2024,OpenAlex,1636,True,included,0.490186,7,0.904857,3,0.018327,borderline_between_topics,-1,7,nearest_semantic_centroid,0.904857,False
doi:10.47865/igob.vol7.n25.2024.326,es,2024,OpenAlex,1631,True,included,0.517262,4,0.878841,3,0.040308,borderline_between_topics,-1,4,nearest_semantic_centroid,0.878841,False
doi:10.65050/rfn.v6n1a9,es,2026,OpenAlex,1795,True,included,0.717831,4,0.904417,0,0.037368,borderline_between_topics,-1,4,nearest_semantic_centroid,0.904417,False
doi:10.5281/zenodo.17656428,es,2025,OpenAlex,2003,True,included,0.5008,7,0.844449,3,0.027632,borderline_between_topics,-1,7,nearest_semantic_centroid,0.844449,False
doi:10.61454/zstny873,es,2026,OpenAlex,1882,True,included,0.29595,7,0.893088,4,0.016399,borderline_between_topics,-1,7,nearest_semantic_centroid,0.893088,False
doi:10.5281/zenodo.18164846,es,2024,OpenAlex,1671,True,included,0.505436,3,0.827403,7,0.000518,borderline_between_topics,-1,3,nearest_semantic_centroid,0.827403,False
doi:10.5016/ridh.v9i2.105,pt,2021,OpenAlex,4001,True,included,0.674102,7,0.85291,5,0.018539,borderline_between_topics,-1,7,nearest_semantic_centroid,0.85291,False
doi:10.30972/riie.16228016,es,2024,OpenAlex,1739,True,included,0.740693,3,0.861878,6,0.022076,borderline_between_topics,-1,3,nearest_semantic_centroid,0.861878,False
doi:10.55813/gaea/ccri/v4/n2/255,es,2023,OpenAlex,1977,True,included,0.465475,7,0.883563,3,0.01546,borderline_between_topics,-1,7,nearest_semantic_centroid,0.883563,False
doi:10.56712/latam.v7i1.5478,es,2026,OpenAlex,1893,True,included,0.6605,7,0.833299,3,0.01745,borderline_between_topics,-1,7,nearest_semantic_centroid,0.833299,False
doi:10.47554/cii.vol15.2024.pp129-135,es,2025,OpenAlex,1892,True,included,0.29595,4,0.826896,1,0.028028,borderline_between_topics,-1,4,nearest_semantic_centroid,0.826896,False
record:65aa7abd367c93dfd694ea7c,es,2025,OpenAlex,1843,True,included,0.475807,4,0.820199,3,0.010871,borderline_between_topics,-1,4,nearest_semantic_centroid,0.820199,False
record:e16742fabe19713b1317af0a,es,2023,OpenAlex,1885,True,included,0.445099,7,0.793429,3,0.027562,borderline_between_topics,-1,7,nearest_semantic_centroid,0.793429,False
doi:10.61616/rvdc.v6i2.841,es,2025,OpenAlex,1964,True,included,0.445099,7,0.900909,1,0.04026,borderline_between_topics,-1,7,nearest_semantic_centroid,0.900909,False
doi:10.5281/zenodo.7416004,es,2022,OpenAlex,2208,True,included,0.6605,7,0.679145,3,0.057772,borderline_between_topics,-1,7,nearest_semantic_centroid,0.679145,False
doi:10.60100/rcmg.v4i2.175,es,2023,OpenAlex,1913,True,included,0.29595,7,0.901768,4,0.012153,borderline_between_topics,-1,7,nearest_semantic_centroid,0.901768,False
doi:10.26820/recimundo/8.(2).abril.2024.406-421,es,2024,OpenAlex,1875,True,included,0.453363,7,0.873374,3,0.094832,representation_failure,-1,7,nearest_semantic_centroid,0.873374,False
doi:10.56712/latam.v5i5.2759,es,2024,OpenAlex,1885,True,included,0.5008,7,0.838368,3,0.038395,borderline_between_topics,-1,7,nearest_semantic_centroid,0.838368,False
doi:10.61616/rvdc.v6i3.1116,es,2025,OpenAlex,2032,True,included,0.659015,13,0.756616,10,0.07253,borderline_between_topics,-1,13,nearest_semantic_centroid,0.756616,False
record:539736b2df3b11c59f83b55f,es,2023,OpenAlex,2216,True,included,0.459128,4,0.899175,3,0.003083,borderline_between_topics,-1,4,nearest_semantic_centroid,0.899175,False
record:839e0adbf56636c738a52835,es,2024,OpenAlex,2307,True,included,0.717195,4,0.768962,7,0.012272,borderline_between_topics,-1,4,nearest_semantic_centroid,0.768962,False
doi:10.61384/r.c.a..v5i1.894,es,2025,OpenAlex,2143,True,included,0.469878,3,0.890643,12,0.002676,borderline_between_topics,-1,3,nearest_semantic_centroid,0.890643,False
doi:10.20873/uft.rbec.e15376,pt,2023,OpenAlex,2655,True,included,0.856461,7,0.871449,3,0.007088,borderline_between_topics,-1,7,nearest_semantic_centroid,0.871449,False
doi:10.52501/cc.331.04,es,2025,OpenAlex,2122,True,included,0.4653,3,0.842084,7,0.020572,borderline_between_topics,-1,3,nearest_semantic_centroid,0.842084,False
doi:10.30827/eticanet.v25i2.33767,es,2025,OpenAlex,2282,True,included,0.479987,3,0.884853,4,0.015944,borderline_between_topics,-1,3,nearest_semantic_centroid,0.884853,False
doi:10.14679/3793,es,2025,OpenAlex,2306,True,included,0.480406,3,0.867949,7,0.000744,borderline_between_topics,-1,3,nearest_semantic_centroid,0.867949,False
doi:10.22169/revint.v18.e023tl4015,pt,2023,OpenAlex,2711,True,included,0.493097,3,0.91462,4,0.011793,borderline_between_topics,-1,3,nearest_semantic_centroid,0.91462,False
record:88b90665982a63cf9576531c,es,2023,OpenAlex,2568,True,included,0.324335,4,0.851122,3,0.010916,borderline_between_topics,-1,4,nearest_semantic_centroid,0.851122,False
doi:10.47069/estudios-ambientales.v9i2.1291,es,2021,OpenAlex,3151,True,included,0.502277,3,0.809758,7,0.037891,borderline_between_topics,-1,3,nearest_semantic_centroid,0.809758,False
doi:10.5867/medwave.2023.s1.uta152,es,2023,OpenAlex,2556,True,included,0.695715,3,0.760132,7,0.01736,borderline_between_topics,-1,3,nearest_semantic_centroid,0.760132,False
doi:10.18764/2178-2229v28n4.202157,pt,2021,OpenAlex,3484,True,included,0.479421,3,0.913951,7,0.021051,borderline_between_topics,-1,3,nearest_semantic_centroid,0.913951,False
doi:10.14393/revedfil.v37n79a2023-65512,pt,2023,OpenAlex,3682,True,included,0.49046,12,0.87739,3,0.000669,borderline_between_topics,-1,12,nearest_semantic_centroid,0.87739,False
doi:10.70860/ufnt.rbec.e15404,pt,2024,OpenAlex,4355,True,included,0.6605,3,0.837545,7,0.00953,borderline_between_topics,-1,3,nearest_semantic_centroid,0.837545,False
record:2b6cf8c5c1ec5c2ab39e6e8b,es,2024,OpenAlex,3417,True,included,0.503963,5,0.813575,3,0.014467,borderline_between_topics,-1,5,nearest_semantic_centroid,0.813575,False
doi:10.18764/2178-2229.v28n1p95-115,pt,2021,OpenAlex,4896,True,included,0.856461,12,0.789218,3,0.03462,borderline_between_topics,-1,12,nearest_semantic_centroid,0.789218,False
doi:10.18764/2178-2229.v28n1p59-77,pt,2021,OpenAlex,4542,True,included,0.856461,7,0.792302,5,0.003336,borderline_between_topics,-1,7,nearest_semantic_centroid,0.792302,False
doi:10.18764/2178-2229v28n3.202153,pt,2021,OpenAlex,4774,True,included,0.856461,3,0.762943,7,0.002339,borderline_between_topics,-1,3,nearest_semantic_centroid,0.762943,False
doi:10.20873/uft.rbec.e14340,pt,2022,OpenAlex,5356,True,included,0.300977,3,0.872108,12,0.043772,borderline_between_topics,-1,3,nearest_semantic_centroid,0.872108,False
doi:10.18764/2178-2229.v27n4p315-336,es,2020,OpenAlex,5134,True,included,0.856461,3,0.865592,12,0.008499,borderline_between_topics,-1,3,nearest_semantic_centroid,0.865592,False
doi:10.6018/educatio.490601,es,2022,OpenAlex,2237,True,included,0.677864,4,0.790668,1,0.009856,borderline_between_topics,-1,4,nearest_semantic_centroid,0.790668,False
doi:10.26620/uniminuto/978-958-763-601-7,es,2022,OpenAlex,1273,True,included,0.488711,7,0.910129,3,0.000714,borderline_between_topics,-1,7,nearest_semantic_centroid,0.910129,False
doi:10.23824/ase.v0i33.682,es,2020,OpenAlex,962,True,included,0.684937,7,0.837269,12,0.004308,borderline_between_topics,-1,7,nearest_semantic_centroid,0.837269,False
doi:10.4151/07189729-vol.60-iss.3-art.1158,es,2021,OpenAlex,1199,True,included,0.74595,0,0.821943,3,0.008021,borderline_between_topics,-1,0,nearest_semantic_centroid,0.821943,False
doi:10.15517/rge.v10i1.56268,es,2023,OpenAlex,1854,True,included,0.469878,3,0.906297,12,0.03199,borderline_between_topics,-1,3,nearest_semantic_centroid,0.906297,False
doi:10.22550/rep80-1-2022-07,es,2022,OpenAlex,1794,True,included,0.684937,0,0.900023,1,0.049228,borderline_between_topics,-1,0,nearest_semantic_centroid,0.900023,False
doi:10.15359/ree.25-3.28,es,2021,OpenAlex,1291,True,included,0.705893,3,0.772746,4,0.005485,borderline_between_topics,-1,3,nearest_semantic_centroid,0.772746,False
doi:10.53595/rlo.v5.i12.120,es,2025,OpenAlex,1447,True,included,0.470481,1,0.914816,7,0.003422,borderline_between_topics,-1,1,nearest_semantic_centroid,0.914816,False
doi:10.33255/26184141/1568e0018,es,2023,OpenAlex,2057,True,included,0.482971,0,0.921423,7,0.014282,borderline_between_topics,-1,0,nearest_semantic_centroid,0.921423,False
doi:10.15366/reps2022.7.2.009,es,2022,OpenAlex,1326,True,included,0.46088,12,0.851228,3,0.036577,borderline_between_topics,-1,12,nearest_semantic_centroid,0.851228,False
doi:10.5944/reec.41.2022.32391,es,2022,OpenAlex,1994,True,included,0.74434,7,0.815912,5,0.043464,borderline_between_topics,-1,7,nearest_semantic_centroid,0.815912,False
record:7e1be1c14a6eeb4362cbaca9,es,2024,OpenAlex,1119,True,included,0.491221,4,0.841133,0,0.00107,borderline_between_topics,-1,4,nearest_semantic_centroid,0.841133,False
doi:10.17151/hpsal.2022.27.1.3,es,2022,OpenAlex,1904,True,included,0.686338,0,0.82754,7,0.00431,borderline_between_topics,-1,0,nearest_semantic_centroid,0.82754,False
doi:10.15517/rge.v9i1.53602,es,2023,OpenAlex,1469,True,included,0.469878,12,0.838264,0,0.016912,borderline_between_topics,-1,12,nearest_semantic_centroid,0.838264,False
doi:10.2307/jj.22246954.24,en,2024,OpenAlex,91,False,included,0.480141,7,0.842012,4,0.002437,short_or_incomplete_text,-1,7,nearest_semantic_centroid,0.842012,False
doi:10.70577/w7vyrd21,es,2026,OpenAlex,2536,True,included,0.29595,4,0.865031,1,0.014914,borderline_between_topics,-1,4,nearest_semantic_centroid,0.865031,False
doi:10.5281/zenodo.18520779,es,2026,OpenAlex,1633,True,included,0.481688,4,0.925682,0,0.00878,borderline_between_topics,-1,4,nearest_semantic_centroid,0.925682,False
doi:10.56712/latam.v4i1.227,es,2023,OpenAlex,1598,True,included,0.660056,7,0.778306,12,0.0019,borderline_between_topics,-1,7,nearest_semantic_centroid,0.778306,False
doi:10.5944/hme.14.2021.28184,en,2021,OpenAlex,1708,True,included,0.476255,12,0.812523,4,0.032882,borderline_between_topics,-1,12,nearest_semantic_centroid,0.812523,False
record:b4f54f8a19e4eed2f29058bd,es,2021,OpenAlex,87,False,included,0.679996,0,0.836932,12,0.024958,short_or_incomplete_text,-1,0,nearest_semantic_centroid,0.836932,False
doi:10.37811/cl_rcm.v9i6.21803,es,2026,OpenAlex,2452,True,included,0.478968,4,0.823211,7,0.003815,borderline_between_topics,-1,4,nearest_semantic_centroid,0.823211,False
record:d88d33ea308205fb2e44c724,es,2021,OpenAlex,113,False,included,0.677864,0,0.766417,7,0.014454,short_or_incomplete_text,-1,0,nearest_semantic_centroid,0.766417,False
doi:10.48035/tesis/2454/45810,en,2023,OpenAlex,2380,True,included,0.471726,0,0.837593,1,0.008571,borderline_between_topics,-1,0,nearest_semantic_centroid,0.837593,False
doi:10.2307/j.ctv2gz3v49.37,es,2021,OpenAlex,91,False,included,0.677864,12,0.803814,3,0.02606,short_or_incomplete_text,-1,12,nearest_semantic_centroid,0.803814,False
record:84f91f9c4b060ac321b190c6,es,2021,OpenAlex,119,False,included,0.741603,12,0.847227,5,0.014586,short_or_incomplete_text,-1,12,nearest_semantic_centroid,0.847227,False
record:bef6f361ec2ab1ed1e86543b,es,2020,OpenAlex,2057,True,included,0.677864,12,0.823003,3,0.009904,borderline_between_topics,-1,12,nearest_semantic_centroid,0.823003,False
record:36e5440cf9635857006c9655,pt,2020,OpenAlex,3682,True,included,0.6605,3,0.786057,12,0.014842,borderline_between_topics,-1,3,nearest_semantic_centroid,0.786057,False
doi:10.1344/tempseducacio2022.63.18,es,2022,OpenAlex,831,True,included,0.677864,0,0.818344,7,0.010295,borderline_between_topics,-1,0,nearest_semantic_centroid,0.818344,False
doi:10.5281/zenodo.4890965,es,2021,OpenAlex,1294,True,included,0.715957,4,0.765052,3,0.021279,borderline_between_topics,-1,4,nearest_semantic_centroid,0.765052,False
doi:10.2307/j.ctv36k5bbt,es,2022,OpenAlex,705,True,included,0.451321,7,0.876333,0,0.014583,borderline_between_topics,-1,7,nearest_semantic_centroid,0.876333,False
doi:10.53877/vyvzns79,es,2026,OpenAlex,904,True,included,0.846494,7,0.765202,0,0.016637,borderline_between_topics,-1,7,nearest_semantic_centroid,0.765202,False
record:f53fea6eabb1a0cd1549f47b,es,2025,OpenAlex,1035,True,included,0.728011,4,0.86753,1,0.00693,borderline_between_topics,-1,4,nearest_semantic_centroid,0.86753,False
doi:10.61616/rvdc.v6i3.950,es,2025,OpenAlex,1136,True,included,0.511544,0,0.834562,7,0.012445,borderline_between_topics,-1,0,nearest_semantic_centroid,0.834562,False
doi:10.22550/2174-0909.4440,es,2025,OpenAlex,8077,True,included,0.457056,0,0.883567,1,0.006678,borderline_between_topics,-1,0,nearest_semantic_centroid,0.883567,False
doi:10.4067/s0718-07052025000200255,es,2025,OpenAlex,1179,True,included,0.677864,4,0.777864,12,0.00081,borderline_between_topics,-1,4,nearest_semantic_centroid,0.777864,False
doi:10.30827/profesorado.v29i2.32291,es,2025,OpenAlex,1240,True,included,0.456202,0,0.904371,7,0.038275,borderline_between_topics,-1,0,nearest_semantic_centroid,0.904371,False
doi:10.7179/psri_2026.48.11,es,2025,OpenAlex,1429,True,included,0.502277,1,0.752022,3,0.003888,borderline_between_topics,-1,1,nearest_semantic_centroid,0.752022,False
doi:10.53358/ecosacademia.v8i15.677,es,2022,OpenAlex,1465,True,included,0.48403,4,0.873113,0,0.010393,borderline_between_topics,-1,4,nearest_semantic_centroid,0.873113,False
doi:10.23824/ase.v0i37.750,es,2022,OpenAlex,1325,True,included,0.71495,12,0.68643,3,0.042603,borderline_between_topics,-1,12,nearest_semantic_centroid,0.68643,False
doi:10.56712/latam.v4i5.1311,es,2023,OpenAlex,1635,True,included,0.522312,12,0.830841,3,0.030166,borderline_between_topics,-1,12,nearest_semantic_centroid,0.830841,False
doi:10.17271/rlass.v4i15.4520,es,2023,OpenAlex,1950,True,included,0.502277,3,0.823476,4,0.028171,borderline_between_topics,-1,3,nearest_semantic_centroid,0.823476,False
doi:10.63449/tembiakaaryrekvo.v4i1.45,es,2025,OpenAlex,1826,True,included,0.6605,3,0.681604,12,0.010627,borderline_between_topics,-1,3,nearest_semantic_centroid,0.681604,False
doi:10.52080/rvgluz.26.e5.5,es,2021,OpenAlex,1267,True,included,0.713555,3,0.87562,7,0.044479,borderline_between_topics,-1,3,nearest_semantic_centroid,0.87562,False
doi:10.48169/ecuatesis/0102202008,en,2020,OpenAlex,915,True,included,0.693337,0,0.901308,1,0.031306,borderline_between_topics,-1,0,nearest_semantic_centroid,0.901308,False
doi:10.33386/593dp.2021.1.457,es,2020,OpenAlex,2055,True,included,0.469878,3,0.91465,12,0.020178,borderline_between_topics,-1,3,nearest_semantic_centroid,0.91465,False
doi:10.33262/concienciadigital.v6i4.2701,es,2023,OpenAlex,3164,True,included,0.663613,10,0.716882,7,0.052167,borderline_between_topics,-1,10,nearest_semantic_centroid,0.716882,False
doi:10.37811/cl_rcm.v5i4.755,es,2021,OpenAlex,1232,True,included,0.470481,4,0.903951,7,0.004477,borderline_between_topics,-1,4,nearest_semantic_centroid,0.903951,False
doi:10.17163/uni.n35.2021.02,es,2021,OpenAlex,1657,True,included,0.713826,7,0.802439,5,0.010206,borderline_between_topics,-1,7,nearest_semantic_centroid,0.802439,False
doi:10.29166/catedra.v5i2.3543,es,2022,OpenAlex,1763,True,included,0.742519,7,0.857431,4,0.03177,borderline_between_topics,-1,7,nearest_semantic_centroid,0.857431,False
doi:10.33996/revistahorizontes.v6i25.418,es,2022,OpenAlex,1195,True,included,0.475508,1,0.920559,4,0.010275,borderline_between_topics,-1,1,nearest_semantic_centroid,0.920559,False
doi:10.48169/ecuatesis/0102202012,en,2020,OpenAlex,1816,True,included,0.669908,7,0.878631,0,0.008116,borderline_between_topics,-1,7,nearest_semantic_centroid,0.878631,False
