document_id,original_topic,macro_topic_id,subtopic_id,parent_topic_id,hierarchy_level,is_outlier,merge_proposal,human_decision
doi:10.47189/pjsg.v1i2.50,3,3,3.1,3,2,False,,pending
doi:10.65705/rhomu.v2i2.49,1,1,,1,1,False,,pending
doi:10.22352/saustral20222810,12,12,,12,1,False,,pending
doi:10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v9i6.21382,-1,,,,0,True,,pending
doi:10.59899/ges-cono-77-c19,-1,,,,0,True,,pending
doi:10.51378/eca.v76i766.6478,5,5,5.1,5,2,False,,pending
doi:10.24310/mgnmar.v4i2.15332,8,8,8.0,8,2,False,,pending
record:c786ec6d166676fd48bd592f,10,10,,10,1,False,,pending
doi:10.35537/10915/186415,3,3,3.1,3,2,False,,pending
doi:10.5354/2735-7279.2026.79264,-1,,,,0,True,,pending
record:221d2eac95f6192db520675b,-1,,,,0,True,,pending
doi:10.70860/ufnt.rbec.e18956,-1,,,,0,True,,pending
doi:10.37135/chk.002.25.03,-1,,,,0,True,,pending
doi:10.5281/zenodo.17959860,9,9,,9,1,False,,pending
doi:10.14679/4469,-1,,,,0,True,,pending
doi:10.15446/rsap.v25n6.108806,10,10,,10,1,False,,pending
doi:10.70165/cglobal.v10i2.614,3,3,3.0,3,2,False,,pending
doi:10.7764/tesisuc/edu/74815,-1,,,,0,True,,pending
doi:10.59427/rcli/2024/v24cs.945-952,1,1,1.2,1,2,False,,pending
doi:10.31637/epsir-2024-1412,3,3,3.0,3,2,False,,pending
doi:10.35537/10915/186366,3,3,3.0,3,2,False,,pending
doi:10.61368/r.s.d.h.v6i4.864,-1,,,,0,True,,pending
record:d8bd2b1ebd64d82ee22e6561,4,4,4.1,4,2,False,,pending
record:fd279892c9684115fa281060,-1,,,,0,True,,pending
record:2cfbf38ac02f77703710ca37,-1,,,,0,True,,pending
record:8a99499d20f239deafe51444,3,3,3.0,3,2,False,,pending
record:9c3e690adc5c001da8177e90,7,7,,7,1,False,,pending
doi:10.48204/3072-9653.6875,2,2,2.1,2,2,False,,pending
doi:10.51736/etecam103,-1,,,,0,True,,pending
doi:10.24065/2237-9460.2023v13n1id2040,0,0,0.1,0,2,False,,pending
record:01d8a4a71989ce92cd1a157e,2,2,2.1,2,2,False,,pending
doi:10.33386/593dp.2025.6.3622,3,3,3.0,3,2,False,,pending
doi:10.37811/cl_rcm.v9i1.16382,-1,,,,0,True,,pending
doi:10.4471/ijelm.17484,0,0,0.0,0,2,False,,pending
doi:10.46363/warmi.v4i1.4,1,1,1.2,1,2,False,,pending
doi:10.56712/latam.v5i5.2697,7,7,,7,1,False,,pending
doi:10.54948/desidades.v0i34.53113,3,3,3.0,3,2,False,,pending
doi:10.5281/zenodo.18225698,1,1,1.1,1,2,False,,pending
doi:10.47554/revie.vol12.num2.2025.pp107-128,-1,,,,0,True,,pending
doi:10.17632/vtc55dyc4n,9,9,,9,1,False,,pending
doi:10.37811/cl_rcm.v6i4.2643,0,0,0.1,0,2,False,,pending
doi:10.14393/ufu.di.2020.3928,3,3,3.1,3,2,False,,pending
record:8781aac388f74a0ea3f45b32,-1,,,,0,True,,pending
doi:10.26885/rcei.12.1.138,3,3,,3,1,False,,pending
doi:10.54751/revistafoco.v18n6-177,0,0,0.1,0,2,False,,pending
doi:10.59758/rcci.2023.1.e8,6,6,,6,1,False,,pending
doi:10.5281/zenodo.8265524,9,9,,9,1,False,,pending
doi:10.37811/cl_rcm.v9i6.21533,1,1,1.2,1,2,False,,pending
doi:10.22463/25909215.5563,2,2,2.1,2,2,False,,pending
record:5f5822c6cdaad3f6608da60e,-1,,,,0,True,,pending
doi:10.61616/rvdc.v6i1.629,0,0,0.0,0,2,False,,pending
record:864649e5d06b569249e18c38,-1,,,,0,True,,pending
doi:10.4000/14hpr,-1,,,,0,True,,pending
doi:10.33936/psidial.v1iespecial.5186,6,6,6.0,6,2,False,,pending
doi:10.32719/26312816.2024.8.1.7,3,3,3.1,3,2,False,,pending
record:a3ff3940ec8d43eab4d92757,4,4,4.1,4,2,False,,pending
doi:10.17060/ijodaep.2022.n1.v2.2333,1,1,,1,1,False,,pending
doi:10.5377/arquitectura.v10i20.21404,-1,,,,0,True,,pending
record:430b04d0e88f6b81c5d3bab6,-1,,,,0,True,,pending
doi:10.37594/dialogus.v1i8.524,-1,,,,0,True,,pending
doi:10.56342/recip.vol13.n25.2023.5,0,0,0.1,0,2,False,,pending
doi:10.59760/5927961,-1,,,,0,True,,pending
doi:10.61286/e-rms.v4i.353,10,10,,10,1,False,,pending
record:ffdd1c7c3c2997cd3f4efae4,-1,,,,0,True,,pending
doi:10.33539/educacion.2024.v30n1.3154,-1,,,,0,True,,pending
doi:10.47865/igob.vol7.n25.2024.326,-1,,,,0,True,,pending
doi:10.61368/r.s.d.h.v6i1.588,1,1,1.1,1,2,False,,pending
doi:10.65050/rfn.v6n1a9,-1,,,,0,True,,pending
doi:10.5281/zenodo.17656428,-1,,,,0,True,,pending
doi:10.70577/80ap4f88,3,3,3.1,3,2,False,,pending
doi:10.61454/zstny873,-1,,,,0,True,,pending
doi:10.5281/zenodo.18164846,-1,,,,0,True,,pending
doi:10.5016/ridh.v9i2.105,-1,,,,0,True,,pending
doi:10.61384/r.c.a..v4i3.618,1,1,1.1,1,2,False,,pending
doi:10.30972/riie.16228016,-1,,,,0,True,,pending
doi:10.55813/gaea/ccri/v4/n2/255,-1,,,,0,True,,pending
doi:10.59899/ges-cono-63-c11,3,3,3.1,3,2,False,,pending
doi:10.56712/latam.v7i1.5478,-1,,,,0,True,,pending
record:84dfff8cbbe11933d08de843,5,5,5.0,5,2,False,,pending
doi:10.5281/zenodo.5865561,2,2,2.1,2,2,False,,pending
doi:10.1344/der.2026.48.94-111,2,2,2.1,2,2,False,,pending
doi:10.5281/zenodo.4020730,7,7,,7,1,False,,pending
doi:10.47554/cii.vol15.2024.pp129-135,-1,,,,0,True,,pending
record:65aa7abd367c93dfd694ea7c,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v9i5.19945,2,2,2.1,2,2,False,,pending
doi:10.31977/grirfi.v25i3.5371,7,7,,7,1,False,,pending
doi:10.63415/saga.v3i1.334,2,2,2.1,2,2,False,,pending
doi:10.47865/igob.vol8.n30.2025.407,4,4,,4,1,False,,pending
record:2b9ac11189da15bec092953f,3,3,3.1,3,2,False,,pending
record:e16742fabe19713b1317af0a,-1,,,,0,True,,pending
doi:10.61616/rvdc.v6i2.841,-1,,,,0,True,,pending
doi:10.5281/zenodo.7416004,-1,,,,0,True,,pending
doi:10.60100/rcmg.v4i2.175,-1,,,,0,True,,pending
doi:10.1590/s1678-4634202450263419es,3,3,3.0,3,2,False,,pending
doi:10.26820/recimundo/8.(2).abril.2024.406-421,-1,,,,0,True,,pending
doi:10.59814/resofro.2025.5(4)821,3,3,3.0,3,2,False,,pending
doi:10.56712/latam.v5i5.2759,-1,,,,0,True,,pending
doi:10.56219/dialctica.v1i25.3894,3,3,3.0,3,2,False,,pending
doi:10.46932/sfjdv6n7-055,2,2,2.1,2,2,False,,pending
doi:10.63074/26973308.v8i1.75,2,2,2.1,2,2,False,,pending
doi:10.61616/rvdc.v6i3.1116,-1,,,,0,True,,pending
doi:10.70577/reg.v4i3.292,0,0,0.1,0,2,False,,pending
doi:10.70625/bbe7r776,0,0,0.1,0,2,False,,pending
record:20f84332d707bcf832d383ae,1,1,1.2,1,2,False,,pending
record:539736b2df3b11c59f83b55f,-1,,,,0,True,,pending
doi:10.61728/ae24001212,9,9,,9,1,False,,pending
doi:10.34140/bjbv6n3-027,0,0,,0,1,False,,pending
record:839e0adbf56636c738a52835,-1,,,,0,True,,pending
doi:10.61384/r.c.a..v5i1.894,-1,,,,0,True,,pending
doi:10.20873/uft.rbec.e15376,-1,,,,0,True,,pending
doi:10.22201/fm.20075057e.2026.57.25718,6,6,6.0,6,2,False,,pending
doi:10.52501/cc.331.04,-1,,,,0,True,,pending
doi:10.47865/igob.vol8.n32.2025.440,4,4,4.0,4,2,False,,pending
doi:10.30827/eticanet.v25i2.33767,-1,,,,0,True,,pending
doi:10.22579/23463910.1223,1,1,1.2,1,2,False,,pending
doi:10.23857/pc.v11i1.10997,1,1,1.2,1,2,False,,pending
doi:10.36367/ntqr.17.2023.e836,6,6,6.0,6,2,False,,pending
doi:10.14679/3793,-1,,,,0,True,,pending
record:3f2a7fbc05ab8d37770823ed,2,2,2.1,2,2,False,,pending
record:88c9e5aa94fabb8274f45648,5,5,,5,1,False,,pending
doi:10.5281/zenodo.8169904,7,7,,7,1,False,,pending
doi:10.22169/revint.v18.e023tl4015,-1,,,,0,True,,pending
doi:10.19044/esj.2021.v17n15p20,2,2,2.1,2,2,False,,pending
record:88b90665982a63cf9576531c,-1,,,,0,True,,pending
record:7081ae35949240a458c0c226,7,7,,7,1,False,,pending
record:c46d19250376519c468437a2,2,2,2.1,2,2,False,,pending
doi:10.47069/estudios-ambientales.v9i2.1291,-1,,,,0,True,,pending
doi:10.5867/medwave.2023.s1.uta152,-1,,,,0,True,,pending
doi:10.18764/2178-2229v28n4.202157,-1,,,,0,True,,pending
doi:10.14393/revedfil.v37n79a2023-65512,-1,,,,0,True,,pending
doi:10.35537/10915/164447,8,8,8.0,8,2,False,,pending
doi:10.18764/2178-2229v28n3.202141,7,7,,7,1,False,,pending
record:0dcef010a55caf2e279e5406,3,3,3.1,3,2,False,,pending
doi:10.70860/ufnt.rbec.e15404,-1,,,,0,True,,pending
record:2b6cf8c5c1ec5c2ab39e6e8b,-1,,,,0,True,,pending
doi:10.18764/2178-2229.v28n1p95-115,-1,,,,0,True,,pending
doi:10.20873/uft.rbec.e10666,3,3,3.1,3,2,False,,pending
doi:10.18764/2178-2229.v28n1p59-77,-1,,,,0,True,,pending
doi:10.70860/ufnt.rbec.e19371,3,3,3.0,3,2,False,,pending
doi:10.18764/2178-2229v28n3.202153,-1,,,,0,True,,pending
doi:10.20873/uft.rbec.e14340,-1,,,,0,True,,pending
doi:10.62452/hvkwpz13,3,3,3.1,3,2,False,,pending
doi:10.18764/2178-2229.v27n4p315-336,-1,,,,0,True,,pending
doi:10.21703/rexe.20201941miras16,0,0,,0,1,False,,pending
doi:10.12795/revistafuentes.2022.19797,0,0,,0,1,False,,pending
doi:10.22201/iisue.24486167e.2020.168.59153,3,3,3.0,3,2,False,,pending
doi:10.22201/iisue.24486167e.2021.174.59414,0,0,0.1,0,2,False,,pending
doi:10.6018/educatio.490601,-1,,,,0,True,,pending
doi:10.4067/s0718-07052023000100031,8,8,8.0,8,2,False,,pending
doi:10.46583/edetania_2022.62.1088,7,7,,7,1,False,,pending
doi:10.26620/uniminuto/978-958-763-601-7,-1,,,,0,True,,pending
doi:10.22529/dp.2021.19(38)11,12,12,,12,1,False,,pending
doi:10.37177/unicen/eb33-372,12,12,,12,1,False,,pending
record:b3f9009664f5de9671652b17,12,12,,12,1,False,,pending
doi:10.17583/ijelm.2021.6366,0,0,0.1,0,2,False,,pending
doi:10.6018/educatio.410081,5,5,5.1,5,2,False,,pending
doi:10.15581/004.44.005,0,0,0.1,0,2,False,,pending
doi:10.13042/bordon.2020.01.63135,0,0,0.1,0,2,False,,pending
doi:10.47553/rifop.v98i37.3.93879,0,0,0.1,0,2,False,,pending
doi:10.30827/profesorado.v27i1.24096,0,0,0.1,0,2,False,,pending
doi:10.34632/investigacaoeducacional.2020.8508,0,0,0.1,0,2,False,,pending
doi:10.4067/s0718-73782023000200037,5,5,,5,1,False,,pending
doi:10.4151/07189729-vol.63-iss.1-art.1511,0,0,0.1,0,2,False,,pending
doi:10.23824/ase.v0i33.682,-1,,,,0,True,,pending
doi:10.4151/07189729-vol.60-iss.3-art.1158,-1,,,,0,True,,pending
doi:10.15517/rge.v10i1.56268,-1,,,,0,True,,pending
doi:10.22550/rep80-1-2022-07,-1,,,,0,True,,pending
doi:10.5565/rev/educar.1055,0,0,,0,1,False,,pending
record:51c30eef87206bb7946b3f31,0,0,0.0,0,2,False,,pending
doi:10.15359/ree.25-3.28,-1,,,,0,True,,pending
doi:10.25267/hachetetepe.2023.i26.1106,6,6,6.0,6,2,False,,pending
doi:10.53595/rlo.v5.i12.120,-1,,,,0,True,,pending
doi:10.22458/ie.v24i36.3895,0,0,0.1,0,2,False,,pending
doi:10.33255/26184141/1568e0018,-1,,,,0,True,,pending
doi:10.35290/rcui.v11n2.2024.1095,1,1,1.1,1,2,False,,pending
doi:10.17583/ijelm.9597,0,0,0.0,0,2,False,,pending
doi:10.15366/reps2022.7.2.009,-1,,,,0,True,,pending
doi:10.18235/0003684,0,0,0.1,0,2,False,,pending
doi:10.5944/reec.41.2022.32391,-1,,,,0,True,,pending
record:7e1be1c14a6eeb4362cbaca9,-1,,,,0,True,,pending
doi:10.1590/s1413-24782024290050,0,0,0.1,0,2,False,,pending
doi:10.17151/hpsal.2022.27.1.3,-1,,,,0,True,,pending
doi:10.23857/dc.v6i2.1191,0,0,,0,1,False,,pending
doi:10.17268/sciendo.2022.012,1,1,1.1,1,2,False,,pending
doi:10.15517/rge.v9i1.53602,-1,,,,0,True,,pending
doi:10.2307/jj.22246954.24,-1,,,,0,True,,pending
doi:10.70577/w7vyrd21,-1,,,,0,True,,pending
doi:10.5281/zenodo.18520779,-1,,,,0,True,,pending
doi:10.56712/latam.v4i1.227,-1,,,,0,True,,pending
doi:10.5944/hme.14.2021.28184,-1,,,,0,True,,pending
record:b4f54f8a19e4eed2f29058bd,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v9i6.21803,-1,,,,0,True,,pending
doi:10.52149/sp21/64.8,0,0,0.1,0,2,False,,pending
doi:10.2307/jj.22246954.23,0,0,0.1,0,2,False,,pending
record:d88d33ea308205fb2e44c724,-1,,,,0,True,,pending
doi:10.48035/tesis/2454/45810,-1,,,,0,True,,pending
doi:10.2307/j.ctv36k5dxk.196,7,7,,7,1,False,,pending
doi:10.12795/revistafuentes.2026.28418,5,5,5.1,5,2,False,,pending
doi:10.2307/j.ctv2gz3v49.37,-1,,,,0,True,,pending
doi:10.18848/2575-5544/cgp/v06i01/73-86,8,8,8.0,8,2,False,,pending
doi:10.52149/sp21/79.4,0,0,0.1,0,2,False,,pending
doi:10.15366/reice2025.23.3.002,0,0,0.1,0,2,False,,pending
record:84f91f9c4b060ac321b190c6,-1,,,,0,True,,pending
record:a20f2bef84f0f8e11ba65452,0,0,0.1,0,2,False,,pending
doi:10.35766/jf20223,0,0,0.1,0,2,False,,pending
record:bef6f361ec2ab1ed1e86543b,-1,,,,0,True,,pending
record:36e5440cf9635857006c9655,-1,,,,0,True,,pending
doi:10.1344/tempseducacio2022.63.18,-1,,,,0,True,,pending
doi:10.48178/intersecao.v5i1.521,5,5,5.0,5,2,False,,pending
record:9779b2c3c3b2a00cccd265a2,0,0,,0,1,False,,pending
doi:10.5281/zenodo.4890965,-1,,,,0,True,,pending
doi:10.70165/enfdis.v10i1.306,0,0,0.1,0,2,False,,pending
doi:10.2307/j.ctv36k5bbt,-1,,,,0,True,,pending
record:0d6f8de47ca1bfa06224b96b,0,0,0.1,0,2,False,,pending
doi:10.18861/cied.2025.16.2.4137,8,8,8.0,8,2,False,,pending
doi:10.53877/vyvzns79,-1,,,,0,True,,pending
record:f53fea6eabb1a0cd1549f47b,-1,,,,0,True,,pending
record:04832233edd96abdbd6ad792,3,3,3.0,3,2,False,,pending
doi:10.24310/ijne.10.2022.15117,0,0,0.1,0,2,False,,pending
doi:10.5281/zenodo.5592966,0,0,0.1,0,2,False,,pending
doi:10.61616/rvdc.v6i3.950,-1,,,,0,True,,pending
doi:10.22550/2174-0909.4440,-1,,,,0,True,,pending
doi:10.4067/s0718-07052025000200255,-1,,,,0,True,,pending
doi:10.22201/iisue.24486167e.2025.47.61920,0,0,,0,1,False,,pending
doi:10.56219/dialctica.v2i25.3975,0,0,0.1,0,2,False,,pending
doi:10.30827/profesorado.v29i2.32291,-1,,,,0,True,,pending
doi:10.4471/ijelm.16158,0,0,0.1,0,2,False,,pending
doi:10.29393/pa76-8olld10008,12,12,,12,1,False,,pending
doi:10.7179/psri_2026.48.11,-1,,,,0,True,,pending
doi:10.5565/rev/educar.2399,5,5,,5,1,False,,pending
doi:10.6035/14113.2021.95858,5,5,5.1,5,2,False,,pending
doi:10.53358/ecosacademia.v8i15.677,-1,,,,0,True,,pending
doi:10.23824/ase.v0i37.750,-1,,,,0,True,,pending
doi:10.63415/saga.2025.43,0,0,0.1,0,2,False,,pending
record:ee3cd9bd3fe2a56e9772274a,0,0,,0,1,False,,pending
doi:10.26885/rcei.13.2.13,0,0,0.1,0,2,False,,pending
doi:10.56712/latam.v4i5.1311,-1,,,,0,True,,pending
doi:10.17271/rlass.v4i15.4520,-1,,,,0,True,,pending
doi:10.63449/tembiakaaryrekvo.v4i1.45,-1,,,,0,True,,pending
doi:10.33255/26184141/2437e0066,3,3,,3,1,False,,pending
doi:10.52080/rvgluz.26.e5.5,-1,,,,0,True,,pending
doi:10.51528/rp.vol8.id2191,0,0,0.1,0,2,False,,pending
doi:10.48169/ecuatesis/0102202008,-1,,,,0,True,,pending
doi:10.48082/espacios-a20v41n44p01,7,7,,7,1,False,,pending
doi:10.33386/593dp.2022.1-1.1008,0,0,,0,1,False,,pending
doi:10.5281/zenodo.5874223,0,0,0.1,0,2,False,,pending
doi:10.33262/ap.v5i3.374,3,3,3.1,3,2,False,,pending
doi:10.33386/593dp.2021.1.457,-1,,,,0,True,,pending
doi:10.33262/concienciadigital.v6i4.2701,-1,,,,0,True,,pending
doi:10.36996/delectus.v6i2.208,7,7,,7,1,False,,pending
doi:10.19053/01201190.n31.2021.12702,10,10,,10,1,False,,pending
doi:10.37811/cl_rcm.v5i4.755,-1,,,,0,True,,pending
doi:10.4067/s0718-50062021000500107,3,3,3.1,3,2,False,,pending
doi:10.15649/2346030x.3815,7,7,,7,1,False,,pending
doi:10.17163/uni.n35.2021.02,-1,,,,0,True,,pending
doi:10.29166/catedra.v5i2.3543,-1,,,,0,True,,pending
doi:10.56712/latam.v4i4.1268,1,1,1.1,1,2,False,,pending
doi:10.33996/revistahorizontes.v6i25.418,-1,,,,0,True,,pending
doi:10.48169/ecuatesis/0102202012,-1,,,,0,True,,pending
doi:10.15517/rge.v8i1.51764,7,7,,7,1,False,,pending
doi:10.33386/593dp.2021.2-1.532,-1,,,,0,True,,pending
doi:10.29057/esat.v7i13.5296,1,1,1.1,1,2,False,,pending
doi:10.55867/libroqual23.01,-1,,,,0,True,,pending
doi:10.56200/mried.v2i2especial.6988,0,0,0.1,0,2,False,,pending
doi:10.37811/cl_rcm.v6i3.2246,4,4,4.1,4,2,False,,pending
doi:10.15332/dt.inv.2020.01232,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v4i2.112,1,1,1.2,1,2,False,,pending
doi:10.46932/sfjdv5n3-022,9,9,,9,1,False,,pending
doi:10.35381/r.k.v8i17.3147,0,0,0.1,0,2,False,,pending
doi:10.33996/warisata.v2i6.231,7,7,,7,1,False,,pending
doi:10.24320/redie.2024.26.e01.5528,3,3,3.0,3,2,False,,pending
doi:10.51798/sijis.v3i2.335,-1,,,,0,True,,pending
doi:10.59282/reincisol.v4(7)2014-2036,1,1,1.1,1,2,False,,pending
doi:10.47865/igob.vol4.2021.147,1,1,1.1,1,2,False,,pending
doi:10.46498/reduipb.v26i2.1714,2,2,2.1,2,2,False,,pending
doi:10.52936/p.v3i1.49,13,13,,13,1,False,,pending
doi:10.37811/cl_rcm.v7i2.5878,1,1,1.2,1,2,False,,pending
doi:10.46794/gacien.6.1.718,4,4,4.1,4,2,False,,pending
doi:10.51431/bbf.v9i4.652,0,0,0.1,0,2,False,,pending
doi:10.19136/pd.a30n71.3341,3,3,3.0,3,2,False,,pending
doi:10.5944/ried.27.1.37491,9,9,,9,1,False,,pending
doi:10.47865/igob.vol6.n23.2023.295,0,0,0.1,0,2,False,,pending
doi:10.47666/summa.3.1.19,0,0,0.1,0,2,False,,pending
doi:10.47865/igob.vol6.n22.2023.271,-1,,,,0,True,,pending
doi:10.33386/593dp.2022.1-1.1034,-1,,,,0,True,,pending
doi:10.37843/rted.v18i1.586,0,0,0.1,0,2,False,,pending
doi:10.32654/concienciaepg.5-1.2,0,0,0.1,0,2,False,,pending
doi:10.46794/gacien.8.3.1708,-1,,,,0,True,,pending
doi:10.47865/igob.vol5.n17.2022.177,-1,,,,0,True,,pending
doi:10.35381/r.k.v6i4.1507,2,2,2.1,2,2,False,,pending
doi:10.59659/revistatribunal.v5i12.241,5,5,5.1,5,2,False,,pending
doi:10.46377/dilemas.v9i.2906,-1,,,,0,True,,pending
doi:10.69890/hallazgos21.v8i2.618,-1,,,,0,True,,pending
doi:10.15443/tde1003,7,7,,7,1,False,,pending
doi:10.70577/reg.v4i2.112,-1,,,,0,True,,pending
doi:10.35381/cm.v8i3.793,7,7,,7,1,False,,pending
doi:10.55560/arete.2022.15.8.2,0,0,0.1,0,2,False,,pending
doi:10.61384/r.c.a..v4i3.463,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v8i5.13719,1,1,,1,1,False,,pending
doi:10.31876/rcs.v30i3.42697,9,9,,9,1,False,,pending
doi:10.19053/20278306.v12.n2.2022.15261,3,3,3.1,3,2,False,,pending
doi:10.47865/igob.vol4.2021.145,-1,,,,0,True,,pending
doi:10.31219/osf.io/z2y7c,9,9,,9,1,False,,pending
doi:10.14393/er-v27nea2020-1,7,7,,7,1,False,,pending
doi:10.33386/593dp.2022.1-1.1010,7,7,,7,1,False,,pending
doi:10.56200/mried.v2iespecial.6470,3,3,3.1,3,2,False,,pending
doi:10.18537/ripa.15.02,7,7,,7,1,False,,pending
doi:10.23857/dc.v7i1.1766,3,3,3.1,3,2,False,,pending
doi:10.36901/em.v9i1.1566,-1,,,,0,True,,pending
doi:10.33386/593dp.2021.1.456,7,7,,7,1,False,,pending
doi:10.21830/9789585241459,-1,,,,0,True,,pending
doi:10.31637/epsir-2026-1649,2,2,2.1,2,2,False,,pending
doi:10.70577/reg.v4i2.104,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v7i1.4568,3,3,3.1,3,2,False,,pending
doi:10.15381/rpiiedu.v3i1.23676,1,1,1.1,1,2,False,,pending
doi:10.14483/22486798.22039,9,9,,9,1,False,,pending
doi:10.37811/cl_rcm.v8i4.13581,1,1,1.1,1,2,False,,pending
doi:10.56712/latam.v6i2.3800,1,1,1.1,1,2,False,,pending
doi:10.47606/acven/ph0132,-1,,,,0,True,,pending
doi:10.63526/pt.v3i10.84,3,3,3.1,3,2,False,,pending
doi:10.55867/qual27.09,7,7,,7,1,False,,pending
record:719182e0ad320fd9c529afbb,1,1,1.2,1,2,False,,pending
doi:10.61285/r.e.l.-uisil.v7i02.112,0,0,0.1,0,2,False,,pending
doi:10.30972/riie.16228044,12,12,,12,1,False,,pending
doi:10.1590/s0104-403620210002902889,2,2,2.1,2,2,False,,pending
doi:10.33386/593dp.2023.4.1919,-1,,,,0,True,,pending
doi:10.55813/gaea/ccri/v5/n2/538,9,9,,9,1,False,,pending
doi:10.48169/ecuatesis/0105202028,-1,,,,0,True,,pending
doi:10.37177/unicen/eb31-292,12,12,,12,1,False,,pending
doi:10.33386/593dp.2022.1-1.997,-1,,,,0,True,,pending
doi:10.47865/igob.vol6.n24.2023.305,4,4,4.0,4,2,False,,pending
doi:10.5212/praxeduc.v.19.22824.024,-1,,,,0,True,,pending
doi:10.35622/j.rg.2022.02.001,3,3,3.1,3,2,False,,pending
doi:10.4067/s0718-07052024000200319,7,7,,7,1,False,,pending
doi:10.52080/rvgluz.27.7.16,6,6,6.0,6,2,False,,pending
doi:10.35622/j.rep.2023.04.002,0,0,,0,1,False,,pending
doi:10.18050/ucv-scientia.v11i1.2403,-1,,,,0,True,,pending
doi:10.15359/ree.27-3.17435,5,5,,5,1,False,,pending
doi:10.46498/reduipb.v24i2.1330,-1,,,,0,True,,pending
record:bfb4d5b229a62417a07d3ff4,-1,,,,0,True,,pending
doi:10.35381/r.k.v8i17.3144,-1,,,,0,True,,pending
doi:10.18800/cige2020.003,6,6,6.0,6,2,False,,pending
doi:10.11144/javeriana.10554.51923,3,3,3.1,3,2,False,,pending
doi:10.15446/innovar.v30n77.87453,-1,,,,0,True,,pending
doi:10.48162/rev.36.074,2,2,2.1,2,2,False,,pending
doi:10.18800/cige2020.005,-1,,,,0,True,,pending
doi:10.70141/mamakuna.24.1046,-1,,,,0,True,,pending
doi:10.62465/rti.v2n2.2023.34,9,9,,9,1,False,,pending
doi:10.22325/fes/res.2022.122,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v5i2.329,1,1,1.2,1,2,False,,pending
doi:10.15359/rep.18-1.14,5,5,5.1,5,2,False,,pending
doi:10.15517/rge.v10i1.57522,-1,,,,0,True,,pending
doi:10.15381/rpiiedu.v1i1.20670,0,0,0.0,0,2,False,,pending
doi:10.24320/redie.2023.25.e08.4215,-1,,,,0,True,,pending
doi:10.15359/rep.17-2.11,7,7,,7,1,False,,pending
doi:10.62574/rmpi.v4i1.95,-1,,,,0,True,,pending
doi:10.37073/puriq.4.325,3,3,3.1,3,2,False,,pending
doi:10.37811/cl_rcm.v8i3.12361,-1,,,,0,True,,pending
doi:10.23850/25907441.4392,-1,,,,0,True,,pending
doi:10.15517/revedu.v47i1.51724,-1,,,,0,True,,pending
doi:10.26620/uniminuto.perspectivas.7.22.2022.146-156,7,7,,7,1,False,,pending
doi:10.22352/saustral20222806,-1,,,,0,True,,pending
doi:10.31948/rev.unimar/unimar41-2-art11,3,3,3.1,3,2,False,,pending
doi:10.24265/iggp.2021.v8n1.04,-1,,,,0,True,,pending
doi:10.4438/1988-592x-re-2021-393-487,-1,,,,0,True,,pending
doi:10.37956/jbes.v0i0.206,-1,,,,0,True,,pending
doi:10.61368/r.s.d.h.v5i3.292,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v6i4.2613,-1,,,,0,True,,pending
doi:10.11144/javeriana.m16.icge,6,6,6.1,6,2,False,,pending
doi:10.26490/uncp.horizonteciencia.2021.20.784,-1,,,,0,True,,pending
doi:10.14201/aula2021276179,-1,,,,0,True,,pending
doi:10.33996/revistahorizontes.v8i34.836,0,0,0.1,0,2,False,,pending
doi:10.11144/javeriana.10554.219,3,3,3.1,3,2,False,,pending
doi:10.1590/es.275574,-1,,,,0,True,,pending
doi:10.33996/revistahorizontes.v6i25.443,0,0,0.1,0,2,False,,pending
doi:10.37073/puriq.5.440,-1,,,,0,True,,pending
doi:10.37292/riccva.v5i1.168,-1,,,,0,True,,pending
doi:10.37135/chk.002.19.13,7,7,,7,1,False,,pending
doi:10.59282/reincisol.v4(7)1868-1890,2,2,2.1,2,2,False,,pending
doi:10.37292/riccva.v4i3.162,3,3,3.1,3,2,False,,pending
doi:10.56712/latam.v5i5.2754,9,9,,9,1,False,,pending
doi:10.55813/gaea/ccri/v5/n2/603,2,2,2.1,2,2,False,,pending
doi:10.34096/bol.rav.n56.10876,-1,,,,0,True,,pending
doi:10.18634/sophiaj.20v.1i.1363,5,5,,5,1,False,,pending
doi:10.56712/latam.v4i1.421,0,0,0.0,0,2,False,,pending
doi:10.5377/rci.v27i02.10430,3,3,3.1,3,2,False,,pending
doi:10.17268/rev.cyt.2020.03.13,-1,,,,0,True,,pending
doi:10.58594/oojm2305,3,3,3.0,3,2,False,,pending
doi:10.56712/latam.v6i2.3831,9,9,,9,1,False,,pending
doi:10.35622/j.rie.2024.03.006,-1,,,,0,True,,pending
doi:10.19053/uptc.9789586608350,7,7,,7,1,False,,pending
doi:10.59659/revistatribunal.v4i8.56,3,3,3.1,3,2,False,,pending
doi:10.15648/cedotic.1.2021.2853,5,5,,5,1,False,,pending
